Generation,Best,Worse,Average
1,38.0327,178452,6.36599e-314
2,35.654,5.76809e+09,15906.6
3,35.654,342601,1.13104e+08
4,35.654,7012.93,8173.68
5,35.654,39.0613,221.063
6,35.654,328.822,inf
7,35.15,181.317,46.2347
8,35.15,37.0118,40.2819
9,35.15,36.1695,35.7617
10,35.15,35.654,35.6544
11,35.15,35.654,35.6046
12,35.15,35.654,35.6145
13,35.15,35.654,35.5947
14,35.15,35.654,35.5255
15,35.15,35.654,35.3674
16,35.15,35.654,35.2291
17,35.15,819.366,35.1698
18,35.15,353.632,65.9835
19,35.15,38.6738,inf
20,35.15,35.15,35.2191
21,34.6152,35.15,35.15
22,34.6152,35.15,35.1396
23,34.6152,104.133,35.1186
24,34.6152,38.8545,36.4083
25,34.6152,38.6738,35.1073
26,34.6152,109563,35.0725
27,34.6152,290.462,2183.64
28,34.6152,35.15,inf
29,34.6152,109563,34.6256
30,34.6152,452.994,4329.98
31,34.6152,34.6152,inf
32,34.6152,109563,34.6152
33,34.6152,34.6152,2182.22
34,34.6152,38.6738,34.6152
35,34.6152,34.6152,34.7741
36,34.6152,871.87,34.6152
37,34.6152,109563,52.1162
38,34.6152,38.8918,2182.26
39,34.6152,38.6738,34.699
40,34.6152,38.4228,34.6947
41,34.6152,34.6152,34.6898
42,34.6152,38.6738,34.6152
43,34.6152,34.6152,34.6947
44,34.6152,452.994,34.6152
45,34.6152,34.6152,inf
46,34.6152,34.6152,34.6152
47,34.6152,36.3633,34.6152
48,34.6152,160.713,34.6494
49,34.6152,1018.43,inf
50,34.6152,109563,inf
51,34.6152,89.9134,2202.63
52,34.6152,290.462,35.779
53,34.6152,34.6152,inf
54,34.6152,34.6152,34.6152
55,34.6152,34.6152,34.6152
56,34.6152,39.203,34.6152
57,34.6152,34.6152,34.7055
58,34.6152,109563,34.6152
59,34.6152,1018.43,2182.22
60,34.6152,109563,54.1648
61,34.6152,160.713,inf
62,34.6152,39.203,inf
63,34.6152,38.6639,34.7947
64,34.6152,109563,34.6945
65,34.6152,34.6697,2182.22
66,34.6152,131.836,34.6162
67,34.6152,160.713,36.7818
68,34.6152,89.9134,inf
69,34.6152,39.1882,35.6994
70,34.6152,38.0098,34.7055
71,34.6152,34.6152,34.6817
72,34.6152,38.8918,34.6152
73,34.6152,34.6152,34.699
74,34.6152,89.9134,34.6152
75,34.6152,290.462,35.6994
76,34.6152,34.6152,inf
77,34.6152,131.836,34.6152
78,34.6152,109563,36.6106
79,34.6152,871.87,2182.34
80,34.6152,109563,51.291
81,34.6152,1018.43,2182.43
82,34.6152,1018.43,inf
83,34.6152,452.994,53.9959
84,34.6152,34.6152,inf
85,34.6152,871.87,34.6152
86,34.6152,109563,52.1162
87,34.6152,871.87,2198.64
88,34.6152,38.6738,51.0319
89,34.6152,34.6152,34.6947
90,34.6152,109563,34.6152
91,34.6152,290.462,2182.31
92,34.6152,34.6152,inf
93,34.6152,35.6812,34.6152
94,34.6152,290.462,34.6361
95,34.6152,34.6152,inf
96,34.6152,34.6152,34.6152
97,34.6152,290.462,34.6152
98,34.6152,39.203,inf
99,34.6152,38.6738,34.7055
