Generation,Best,Worse,Average
1,34.581,8.29059e+08,6.95295e-310
2,34.581,1.04688e+09,3.41445e+07
3,34.581,8.29059e+08,1.09284e+08
4,34.0681,1.04688e+09,5.28425e+07
5,34.0681,8.23904e+08,9.45508e+07
6,33.9618,8.23904e+08,5.38822e+07
7,33.9618,1.00304e+09,5.7293e+07
8,33.9618,1.85831e+10,4.30228e+07
9,33.9618,1.85831e+10,3.97588e+08
10,33.9618,1.85831e+10,4.06636e+08
11,33.9618,1.00304e+09,-nan
12,33.9618,1.00304e+09,1.31535e+08
13,33.9618,1.00304e+09,3.4128e+07
14,33.9618,1.00304e+09,8.322e+07
15,33.9618,1.05159e+09,5.92624e+07
16,33.9618,1.05159e+09,5.81049e+07
17,33.9618,1.00304e+09,1.09275e+08
18,33.9618,1.85831e+10,7.28557e+07
19,33.9618,1.00304e+09,7.70969e+08
20,33.9618,1.00304e+09,6.61628e+07
21,33.9618,1.00304e+09,9.30152e+07
22,33.9618,1.05159e+09,1.18811e+08
23,33.9618,1.85831e+10,8.86565e+07
24,33.9618,1.85831e+10,4.52066e+08
25,33.9618,1.05159e+09,4.65595e+08
26,32.368,1.00304e+09,9.86126e+07
27,32.368,2.29983e+08,7.7056e+07
28,32.368,1.05159e+09,1.79055e+07
29,32.368,2.29983e+08,5.08095e+07
30,32.368,2.29983e+08,2.04819e+07
31,32.368,2.29983e+08,1.7818e+07
32,32.368,2.29983e+08,2.02815e+07
33,32.368,1.85852e+10,1.80427e+07
34,32.368,1.85852e+10,3.81858e+08
35,32.368,2.29983e+08,3.94811e+08
36,32.368,2.29983e+08,1.32648e+07
37,32.368,2.29983e+08,3.02051e+07
38,32.368,2.31421e+08,1.626e+07
39,32.368,2.89026e+08,1.74727e+07
40,32.368,2.29983e+08,1.00983e+07
41,32.368,1.85852e+10,2.33287e+07
42,32.368,1.85852e+10,3.80664e+08
43,32.368,1.85852e+10,3.81272e+08
44,32.368,2.29983e+08,4.58275e+08
45,32.368,3.6722e+09,2.85817e+07
46,32.368,3.58406e+09,1.01313e+08
47,32.368,2.29983e+08,1.04376e+08
48,32.368,1.05159e+09,8.42286e+06
49,32.368,2.29983e+08,4.18964e+07
50,32.368,2.29983e+08,2.96649e+07
51,32.368,1.85852e+10,8.88624e+06
52,32.368,2.89026e+08,3.86356e+08
53,32.368,3.6722e+09,1.85979e+07
54,32.368,92245.5,1.61475e+08
55,32.368,3.6722e+09,5430.81
56,32.368,2.29983e+08,1.07109e+08
57,32.368,3.6722e+09,2.07737e+07
58,32.368,1.85852e+10,1.38281e+08
59,32.368,2.29983e+08,3.96382e+08
60,32.368,3.6722e+09,1.28031e+07
61,32.368,2.31421e+08,9.39501e+07
62,32.368,2.29983e+08,1.28044e+07
63,32.368,3.6722e+09,2.97734e+07
64,32.368,2.29983e+08,1.102e+08
65,32.368,2.29983e+08,2.46672e+07
66,32.368,1.85852e+10,1.41721e+07
67,32.368,3.6722e+09,3.96825e+08
68,32.368,1.85852e+10,1.56849e+08
69,32.368,1.85852e+10,3.94203e+08
70,32.368,2.31421e+08,4.9417e+08
71,32.368,2.29983e+08,3.53749e+07
72,32.368,3.6722e+09,1.74494e+07
73,32.368,2.29983e+08,1.02304e+08
74,32.368,1.85852e+10,2.58655e+07
75,32.368,3.6722e+09,4.50105e+08
76,32.368,1.85852e+10,1.14529e+08
77,32.368,3.6722e+09,7.49589e+08
78,32.368,3.6722e+09,1.56353e+08
79,32.368,2.89026e+08,9.44192e+07
80,32.368,1.99494e+08,2.25152e+07
81,32.368,1.05159e+09,3.91536e+06
82,32.368,2.29983e+08,3.68662e+07
83,32.368,2.29983e+08,4.82281e+06
84,32.368,1.85852e+10,2.55784e+07
85,32.368,1.85852e+10,3.94192e+08
86,32.368,1.85852e+10,4.10296e+08
87,32.368,1.85852e+10,4.62284e+08
88,32.368,1.85852e+10,3.94793e+08
89,32.368,3.6722e+09,3.90282e+08
90,32.368,1.85852e+10,1.56353e+08
91,32.368,1.85852e+10,3.85185e+08
92,32.368,3.6722e+09,3.89084e+08
93,32.368,3.6722e+09,8.887e+07
94,32.368,2.29983e+08,1.13247e+08
95,32.368,1.05159e+09,1.7486e+07
96,32.368,1.19673e+09,5.51814e+07
97,32.368,2.29983e+08,4.13843e+07
98,32.368,1.85852e+10,8.42212e+06
99,32.368,3.6722e+09,3.87531e+08
