Generation,Best,Worse,Average
1,34.7805,1005.92,6.95295e-310
2,34.7805,1005.92,125.507
3,27.7469,321.718,138.505
4,24.2553,42086.7,70.9238
5,24.2553,1005.92,1775.36
6,24.2553,763.831,160.08
7,24.2553,763.831,85.9721
8,24.2553,1005.92,100.49
9,24.2553,763.831,119.712
10,24.2553,1005.92,155.955
11,24.2553,1005.92,128.153
12,24.2553,1005.92,123.847
13,24.2553,1005.92,124.664
14,24.2553,1005.92,213.676
15,24.2553,1005.92,168.548
16,24.2553,763.831,139.174
17,24.2553,1005.92,118.216
18,24.2553,763.831,81.9253
19,24.2553,763.831,89.3945
20,24.2553,1005.92,65.386
21,24.2553,763.831,112.238
22,24.2553,1005.92,84.9905
23,24.2553,1005.92,105.79
24,24.2553,1448.84,147.359
25,24.2553,763.831,145.964
26,24.2553,763.831,112.919
27,24.2553,1005.92,126.686
28,24.2553,763.831,143.535
29,24.2553,1005.92,91.4745
30,24.2553,779.548,121.702
31,24.2553,1005.92,91.3609
32,24.2553,257.383,115.487
33,24.2553,1005.92,46.6998
34,24.2553,1005.92,102.482
35,24.2553,1005.92,147.307
36,24.2553,763.831,116.856
37,23.1057,1005.92,76.3413
38,23.1057,1039.58,119.641
39,23.1057,1039.58,96.2668
40,23.1057,1039.58,93.4141
41,23.1057,1039.58,119.032
42,23.1057,1039.58,148.487
43,23.1057,1039.58,115.173
44,23.1057,1039.58,138.94
45,23.1057,1039.58,112.73
46,23.1057,1039.58,136.36
47,23.1057,1039.58,95.0055
48,23.1057,1039.58,131.082
49,23.1057,1039.58,137.567
50,23.1057,1039.58,125.767
51,23.1057,1039.58,150.013
52,23.1057,1039.58,180.875
53,23.1057,1039.58,106.832
54,23.1057,1039.58,109.038
55,23.1057,1039.58,132.608
56,23.1057,1039.58,109.995
57,23.1057,1039.58,140.157
58,23.1057,1039.58,127.756
59,23.1057,1039.58,120.705
60,23.1057,1039.58,124.338
61,23.1057,1039.58,84.4471
62,23.1057,1039.58,136.538
63,23.1057,1039.58,81.2025
64,23.1057,1039.58,164.999
65,23.1057,1039.58,176.229
66,23.1057,1039.58,148.271
67,23.1057,1039.58,129.773
68,23.1057,1039.58,123.833
69,23.1057,1039.58,98.9644
70,23.1057,1039.58,129.701
71,23.1057,1039.58,111
72,23.1057,1421.53,110.52
73,23.1057,1039.58,132.476
74,23.1057,1039.58,122.294
75,23.1057,1039.58,97.7098
76,23.1057,1039.58,99.0041
77,23.1057,1039.58,95.8674
78,23.1057,1039.58,113.925
79,23.1057,1039.58,130.644
80,23.1057,1039.58,105.569
81,23.1057,1039.58,167.409
82,23.1057,1421.53,99.3546
83,23.1057,1039.58,194.959
84,23.1057,1039.58,120.18
85,23.1057,1039.58,107.306
86,23.1057,1039.58,125.73
87,23.1057,1039.58,135.62
88,23.1057,1039.58,96.1236
89,23.1057,1039.58,172.757
90,23.1057,1054.81,195.546
91,23.1057,1039.58,149.905
92,23.1057,1039.58,120.107
93,23.1057,1039.58,122.72
94,23.1057,1039.58,112.923
95,23.1057,1039.58,186.99
96,23.1057,1039.58,72.5827
97,23.1057,232981,116.232
98,23.1057,740.927,4710.65
99,23.1057,1592.37,64.8472
