Generation,Best,Worse,Average
1,34.581,8.29059e+08,6.95295e-310
2,34.581,1.04688e+09,3.41445e+07
3,34.581,8.29059e+08,1.09284e+08
4,34.0681,1.04688e+09,5.28425e+07
5,34.0681,8.23904e+08,9.45508e+07
6,33.9618,8.23904e+08,5.38822e+07
7,33.9618,1.00304e+09,5.7293e+07
8,33.9618,1.00304e+09,3.85155e+07
9,33.9618,1.00304e+09,7.25322e+07
10,33.9618,1.05159e+09,3.46633e+07
11,33.9618,1.00304e+09,7.50202e+07
12,33.9618,1.85831e+10,9.67107e+07
13,33.9618,1.00304e+09,4.47558e+08
14,33.9618,1.05159e+09,4.83724e+07
15,33.9618,1.85831e+10,8.26669e+07
16,33.9618,1.00304e+09,8.18375e+08
17,33.9618,1.85831e+10,1.16689e+08
18,33.9618,1.85831e+10,3.8274e+08
19,33.9618,1.00304e+09,7.72128e+08
20,33.9618,1.85831e+10,9.30062e+07
21,33.9618,1.00304e+09,4.57731e+08
22,33.9618,1.85831e+10,5.28777e+07
23,32.368,1.85831e+10,4.07394e+08
24,32.368,2.29983e+08,4.58478e+08
25,32.368,2.29983e+08,1.73108e+07
26,32.368,1.05159e+09,1.30652e+07
27,32.368,1.05159e+09,5.09865e+07
28,32.368,2.29983e+08,4.62876e+07
29,32.3319,1.05159e+09,2.5277e+07
30,32.3319,1.96694e+10,5.05359e+07
31,32.0439,2.44125e+08,3.98764e+08
32,31.4589,2.44129e+08,2.74598e+07
33,31.0612,2.95797e+08,5.46471e+06
34,31.0612,2.03165e+09,2.34823e+07
35,31.0612,2.46225e+08,3.9844e+07
36,31.0612,4.86182e+10,4.8381e+06
37,31.0612,9.5236e+07,9.53562e+08
38,31.0612,4.86182e+10,3.8166e+06
39,31.0612,4.86182e+10,1.25169e+09
40,31.0612,4.86182e+10,9.72678e+08
41,30.1145,4.86182e+10,9.53306e+08
42,28.3489,4.70883e+11,1.24952e+09
43,28.3489,5.06679e+10,1.85885e+10
44,28.3489,2.40727e+07,1.99182e+09
45,28.3489,5.06679e+10,484012
46,28.3489,5.06679e+10,9.93541e+08
47,28.3489,6.73644e+09,1.98699e+09
48,28.3489,5.06679e+10,1.32096e+08
49,28.3489,6.73644e+09,1.13288e+09
50,28.3489,2.46189e+08,1.32445e+08
51,28.3489,2.13265e+06,4.83685e+06
52,28.3489,2.46189e+08,49321.5
53,28.3489,213808,4.83069e+06
54,28.3489,3.12468e+09,6645.08
55,28.3489,3.12468e+09,6.14013e+07
56,28.3489,213808,6.38301e+07
57,28.3489,2.91809e+07,13093.8
58,28.3489,96732.6,2.10201e+06
59,28.3489,6.73644e+09,6595.22
60,28.3489,5.06679e+10,1.36927e+08
61,28.3489,5.06679e+10,9.96704e+08
62,28.3489,5.06679e+10,1.25824e+09
63,25.633,6.77074e+08,9.99297e+08
64,25.633,1.22792e+08,1.99773e+07
65,25.633,1.08975e+07,3.91677e+06
66,25.633,118630,357031
67,25.633,2.95796e+08,10833.4
68,25.633,6.96377e+08,8.25846e+06
69,25.3489,5.81164e+07,1.65017e+07
70,25.3489,1.12097e+08,1.19405e+06
71,25.3489,2.28741e+07,3.13754e+06
72,25.3489,1.04703e+09,563379
73,25.3489,6.96379e+08,2.52667e+07
74,25.3489,2.28741e+07,2.21047e+07
75,25.3489,2.28734e+07,453304
76,25.3489,6.96379e+08,948623
77,25.3489,1.04703e+09,2.18261e+07
78,25.3489,1.04703e+09,3.73246e+07
79,25.3489,2.28741e+07,2.0532e+07
80,25.3489,6.96379e+08,537379
81,25.3489,1.04703e+09,1.46294e+07
82,24.9711,3.12738e+09,2.69986e+07
83,24.9682,9.53288e+07,7.01923e+07
84,24.9682,4.18072e+07,4.24811e+06
85,24.9682,1.75493e+08,1.70075e+06
86,24.9682,4.18072e+07,4.67133e+06
87,24.9682,2.95707e+08,1.03252e+06
88,24.9682,1.07732e+07,5.81155e+06
89,24.9682,1.75493e+08,214231
90,24.9682,1.69224e+07,3.67549e+06
91,24.9682,1.07732e+07,710741
92,24.9682,2.95707e+08,395340
93,24.9682,1.37158e+07,1.28217e+07
94,24.9682,2.58897e+07,380708
95,24.9682,1.69224e+07,528622
96,24.9682,2.95707e+08,450400
97,24.9682,2.95707e+08,6.85714e+06
98,24.9682,4.18072e+07,9.85813e+06
99,24.9682,4.18072e+07,1.14856e+06
