Generation,Best,Worse,Average
1,34.581,3.73803e+09,6.95304e-310
2,34.581,5.3846e+06,7.80567e+07
3,34.581,1.94199e+08,211768
4,34.581,5.063e+07,7.61621e+06
5,34.581,8.29059e+08,1.0553e+06
6,34.581,3.1069e+12,2.00991e+07
7,34.581,8.29059e+08,6.09197e+10
8,34.581,8.29059e+08,3.25164e+07
9,34.581,1.94199e+08,2.03563e+07
10,34.581,8.29059e+08,4.10144e+06
11,34.387,8.29059e+08,2.01785e+07
12,34.387,8.29059e+08,2.38735e+07
13,34.387,8.29059e+08,2.58592e+07
14,34.387,8.29059e+08,2.10586e+07
15,34.3359,4.64728e+12,1.67082e+07
16,34.3359,8.29059e+08,9.11877e+10
17,31.2183,7.629e+11,3.6224e+07
18,31.2183,8.29059e+08,2.99254e+10
19,31.0109,4.83881e+12,3.32601e+07
20,31.0109,2.33849e+12,9.48973e+10
21,31.0109,8.2905e+08,4.59661e+10
22,31.0109,2.80584e+09,1.64881e+07
23,31.0109,1.96913e+07,5.50223e+07
24,30.8249,3.86937e+06,389491
25,30.8249,2.35799e+13,75972.2
26,30.8249,1.39623e+09,5.08323e+11
27,30.8249,2.34099e+12,3.11858e+07
28,30.8249,2.34368e+12,4.59181e+10
29,30.8249,9.7971e+10,9.18924e+10
30,30.8249,5.788e+12,1.92111e+09
31,30.8249,2.35799e+13,1.1349e+11
32,28.7114,2.34102e+12,4.62355e+11
33,28.7114,2.34112e+12,4.59029e+10
34,28.7098,1.48482e+14,9.18062e+10
35,28.7098,47588.6,2.9114e+12
36,28.7098,3.88006e+06,1349.52
37,28.6865,3240.58,289200
38,28.6865,355605,110.907
39,28.6865,2.37282e+12,8141.05
40,28.6865,2.37275e+12,4.6526e+10
41,28.6865,2.34368e+12,4.65245e+10
42,28.6865,3.97383e+06,4.59546e+10
43,28.6822,3724.19,154767
44,28.1856,2.37282e+12,188.573
45,28.1856,2.37273e+12,4.6526e+10
46,28.1856,2.22695e+08,4.65243e+10
47,28.1856,2.35799e+13,4.44215e+06
48,28.1856,2.37282e+12,5.08889e+11
49,27.477,2.37338e+12,4.6526e+10
50,27.477,2.37338e+12,4.65369e+10
51,27.477,2.15847e+14,4.65485e+10
52,27.477,3.81746e+12,4.23229e+12
53,27.477,3.97429e+06,7.48524e+10
54,27.278,598663,78235.7
55,27.278,5.92421e+06,11855.6
56,27.278,2.34129e+12,195368
57,27.278,5.92421e+06,4.59078e+10
58,27.278,3.71955e+06,232286
59,26.5099,3.81746e+12,201382
60,26.5099,5.92421e+06,1.2076e+11
61,26.5099,2.84472e+06,394200
62,26.5099,6.69179e+06,56120.4
63,26.5099,3.81746e+12,528623
64,26.5099,6.22251e+06,7.48535e+10
65,26.5046,6.39962e+06,294306
66,26.5046,2.84472e+06,379448
67,26.5046,4.1605e+12,77362.6
68,26.5046,4.16052e+12,8.15784e+10
69,26.5046,1.67583e+07,8.15789e+10
70,26.5046,157007,329348
71,26.5039,1.52392e+13,3417.65
72,26.5039,6.69179e+06,2.98807e+11
73,26.5031,6.44034e+06,131846
74,26.153,4.16055e+12,129780
75,26.153,6.69172e+06,8.15796e+10
76,26.1487,6.82272e+06,383534
77,26.1487,4.91156e+08,390457
78,26.1465,6.69186e+06,1.04905e+07
79,26.1465,4.15813e+12,275034
80,26.1465,6.8312e+09,8.15321e+10
81,26.1465,6.37959e+06,1.34239e+08
82,26.1465,4.15813e+12,144070
83,25.6483,982097,1.63064e+11
84,25.6483,22899.9,21644.8
85,25.6483,6.69166e+06,742.527
86,25.6483,3.27027e+07,482795
87,25.6483,4.48735e+06,911477
88,25.0032,4.15813e+12,117228
89,24.7413,4.16476e+12,8.15609e+10
90,24.7413,4.15813e+12,8.16628e+10
91,24.7413,4.17111e+12,1.63074e+11
92,24.7413,4.17111e+12,8.17864e+10
93,23.9369,6.37869e+06,8.19843e+10
94,23.9369,4.16832e+12,125896
95,23.9369,4.15808e+12,8.17323e+10
96,23.9369,6.37939e+06,8.15312e+10
97,23.9369,3.07748e+09,250386
98,23.9369,8.96755e+12,6.03431e+07
99,23.9369,4.17111e+12,1.75834e+11
