Generation,Best,Worse,Average
1,34.581,3.73803e+09,6.95284e-310
2,34.581,3.80117e+09,7.80887e+07
3,34.581,6.30674e+08,7.46993e+07
4,34.581,8.29059e+08,1.34755e+07
5,34.581,1.94199e+08,2.19454e+07
6,34.067,8.29059e+08,9.8177e+06
7,34.067,8.29059e+08,3.25122e+07
8,34.067,8.29059e+08,3.66225e+07
9,34.067,1.55421e+08,3.69703e+07
10,34.067,1.04688e+09,4.38937e+06
11,34.067,8.29059e+08,6.07178e+07
12,34.067,6.54685e+08,5.51367e+07
13,34.067,4.37197e+09,1.99698e+07
14,34.067,1.03887e+09,inf
15,34.067,1.15515e+09,6.87789e+07
16,34.067,8.29059e+08,4.18661e+07
17,34.067,1.94199e+08,2.30037e+07
18,34.067,1.15567e+09,4.47119e+06
19,34.067,9.09678e+08,2.95954e+07
20,34.067,9.93978e+08,1.99336e+07
21,34.067,9.13534e+08,3.92994e+07
22,34.067,1.03887e+09,1.98734e+07
23,34.067,1.55421e+08,2.55446e+07
24,34.067,1.03887e+09,4.99791e+06
25,34.067,5.99473e+08,2.77824e+07
26,33.9718,9.13534e+08,1.66241e+07
27,33.9718,1.15567e+09,3.22961e+07
28,33.9718,2.35416e+10,2.74716e+07
29,33.9718,1.15566e+09,4.67616e+08
30,33.9718,1.55421e+08,3.46286e+07
31,33.9718,6.97632e+06,9.95078e+06
32,33.9718,2.35416e+10,145516
33,33.9718,2.35416e+10,9.41976e+08
34,33.9718,20488.3,4.6499e+08
35,33.9718,1.03887e+09,1877.18
36,33.9718,1.42882e+07,2.90102e+07
37,33.9718,2.69563e+07,532271
38,33.9718,2.35416e+10,791817
39,33.9718,1.55421e+08,9.2373e+08
40,33.9718,1.55421e+08,4.8436e+06
41,33.9718,34292.9,5.60442e+06
42,33.9718,1.55421e+08,2777.32
43,33.9718,1.03887e+09,1.22098e+07
44,33.9718,2.8575e+08,2.40682e+07
45,33.9718,9.09678e+08,1.45261e+07
46,33.9718,1.75022e+10,2.17552e+07
47,28.6783,1.55421e+08,3.87494e+08
48,28.6783,3.73323e+14,4.48037e+06
49,28.6783,2.8575e+08,7.32006e+12
50,28.6783,2.99325e+08,7.50205e+06
51,28.6783,2.91796e+07,8.48071e+06
52,28.6783,1.197e+10,699863
53,28.6783,9.91809e+10,2.42001e+08
54,28.6662,9.00868e+08,2.19983e+09
55,27.5279,1.97996e+07,2.98462e+07
56,27.5279,3.73323e+14,517005
57,27.5279,1.38492e+12,7.32006e+12
58,27.5279,3.30279e+07,2.71562e+10
59,27.5279,1.55421e+08,861712
60,27.5279,1.34979e+07,3.16211e+06
61,27.5279,3.30279e+07,269078
62,27.5279,307862,648176
63,27.5279,1.38492e+12,7477.17
64,27.5279,1.34979e+07,2.7399e+10
65,27.5279,1.07728e+07,935494
66,27.5279,1.34979e+07,613017
67,27.5279,3.3407e+10,1.03988e+06
68,27.5279,1.07533e+07,6.55361e+08
69,26.8273,1.38492e+12,265742
70,26.8273,1.38492e+12,2.71556e+10
71,26.8273,307862,2.71597e+10
72,26.8273,1.34979e+07,7378.53
73,26.8273,1.34979e+07,660369
74,26.8273,1.38492e+12,549798
75,26.8273,1.34979e+07,5.43112e+10
76,26.8273,6.98258e+06,619562
77,26.8273,1.07533e+07,328184
78,26.8273,1.34979e+07,223409
79,26.8273,1.34979e+07,487528
80,26.8273,2.31823e+07,284294
81,26.8273,1.07732e+07,475030
82,26.8273,3.80151e+06,353964
83,26.8273,5.98117e+06,84194.5
84,26.8174,2.81121e+10,360999
85,26.8174,3.5735e+07,5.51449e+08
86,26.8174,601247,942160
87,26.8174,3.80151e+06,13995.2
88,26.8174,5.98117e+06,263688
89,26.8174,1.34979e+07,190517
90,26.8174,5.94335e+06,305980
91,26.8174,358492,207698
92,26.8174,1.38492e+12,10157.6
93,26.8174,601247,2.71558e+10
94,26.8174,92244.2,25673.4
95,26.8174,2.69556e+07,4391.5
96,26.8174,1.02956e+12,726784
97,26.8174,1.38492e+12,2.01877e+10
98,26.8174,1.07731e+07,2.71559e+10
99,26.8174,5.94339e+06,949456
