Gerneration,Depth average
1,4.35294
2,4.45098
3,4.29412
4,3.27451
5,2.96078
6,2.7451
7,2.5098
8,2.52941
9,2.56863
10,2.64706
11,2.88235
12,3.07843
13,3.39216
14,3.31373
15,3.33333
16,3.33333
17,3.43137
18,3.35294
19,3.43137
20,3.23529
21,3.07843
22,2.86275
23,2.76471
24,2.86275
25,2.80392
26,2.82353
27,2.7451
28,2.78431
29,2.76471
30,2.62745
31,2.64706
32,2.68627
33,2.68627
34,2.52941
35,2.72549
36,2.82353
37,2.88235
38,2.86275
39,2.68627
40,2.68627
41,2.64706
42,2.64706
43,2.52941
44,2.4902
45,2.56863
46,2.72549
47,2.76471
48,2.72549
49,2.82353
50,2.86275
51,2.78431
52,2.80392
53,2.7451
54,2.70588
55,2.84314
56,2.7451
57,2.70588
58,2.70588
59,2.60784
60,2.56863
61,2.64706
62,2.60784
63,2.58824
64,2.62745
65,2.70588
66,2.84314
67,2.80392
68,2.78431
69,2.72549
70,2.70588
71,2.60784
72,2.66667
73,2.7451
74,2.7451
75,2.72549
76,2.78431
77,2.72549
78,2.76471
79,2.72549
80,2.82353
81,2.72549
82,2.66667
83,2.60784
84,2.66667
85,2.54902
86,2.43137
87,2.33333
88,2.15686
89,2.03922
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
