Generation,Best,Worse,Average
1,29.1605,2.41345e+06,6.95304e-310
2,29.1605,42494.6,115412
3,29.1605,48771.8,1842.9
4,29.1605,20488.3,1026.51
5,29.1605,20488.3,1647.31
6,29.1605,20488.3,1646.11
7,29.1605,20488.3,839.687
8,29.1605,20488.3,1240.13
9,29.1605,20488.3,842.921
10,29.1605,20488.3,2442.34
11,29.1605,20488.3,1249.07
12,29.1605,20488.3,2452.86
13,29.1605,20488.3,871.226
14,29.1605,20488.3,2453.11
15,29.1605,20488.3,2848.71
16,29.1605,20488.3,838.051
17,29.1605,20488.3,852.633
18,29.1605,279.614,446.212
19,29.1605,20488.3,37.2942
20,29.1605,20488.3,843.009
21,29.1605,20488.3,2041.22
22,29.1605,20488.3,844.725
23,29.1605,20488.3,1649.86
24,29.1605,20488.3,1244.06
25,29.1605,20488.3,1239.87
26,29.1605,20488.3,847.913
27,29.1605,20488.3,1639.94
28,29.1605,20488.3,1248.9
29,29.1605,20488.3,2040.8
30,29.1605,20488.3,1244.01
31,29.1605,20488.3,1238.69
32,29.1605,20488.3,446.212
33,29.1605,20488.3,1644.97
34,29.1605,20488.3,852.942
35,29.1605,20488.3,1248.74
36,29.1605,279.614,2036.39
37,29.1605,279.614,40.7014
38,29.1605,20488.3,49.519
39,29.1605,20488.3,441.751
40,29.1605,20488.3,1243.69
41,29.1605,20488.3,852.701
42,29.1605,20488.3,1253.46
43,25.5892,20488.3,1252.98
44,25.5892,20488.3,446.076
45,25.5892,20488.3,1257.88
46,25.5892,20488.3,1639.43
47,25.5892,20488.3,832.459
48,25.5892,20488.3,2054.73
49,25.5892,20488.3,1664.54
50,25.5892,20488.3,878.69
51,25.5892,20488.3,851.096
52,25.5892,356.882,854.012
53,25.5892,356.882,54.2041
54,25.5892,356.882,52.7659
55,25.5892,20488.3,39.9363
56,25.5892,356.882,452.232
57,25.5892,356.882,41.7981
58,25.5892,356.882,35.6495
59,25.5892,356.882,51.356
60,25.5892,356.882,35.0658
61,25.5892,356.882,42.0355
62,25.5892,356.882,46.5443
63,25.5892,356.882,inf
64,25.5892,356.882,51.8916
65,25.5892,356.882,45.8193
66,25.5892,356.882,41.1712
67,25.5892,133.401,58.4663
68,25.5892,356.882,29.074
69,25.5892,356.882,56.7778
70,25.5892,356.882,51.7375
71,25.5892,133.401,49.4278
72,25.5892,356.882,30.0816
73,25.5892,356.882,61.9169
74,25.5892,356.882,40.6829
75,25.5892,356.882,48.3431
76,25.5892,356.882,37.0553
77,25.5892,356.882,44.0397
78,25.5892,356.882,54.7119
79,25.5892,356.882,37.3072
80,25.5892,356.882,39.2304
81,25.5892,356.882,55.0295
82,25.5892,356.882,67.8317
83,25.5892,356.882,67.861
84,25.5892,356.882,41.6564
85,25.5892,356.882,52.0647
86,25.5892,356.882,33.2037
87,25.5892,356.882,37.0221
88,25.5892,356.882,35.0813
89,25.5892,356.882,39.636
90,25.5892,356.882,53.2977
91,25.5892,356.882,42.4598
92,25.5892,356.882,55.5153
93,25.5892,356.882,42.5606
94,25.5892,356.882,59.1026
95,25.5892,356.882,67.7733
96,25.5892,356.882,51.8378
97,25.5892,356.882,44.8434
98,25.5892,356.882,85.5044
99,25.5892,356.882,63.8729
