Gerneration,Depth average
1,4.11765
2,3.84314
3,4.27451
4,4.78431
5,4.52941
6,4.54902
7,4.96078
8,4.41176
9,4.29412
10,4.58824
11,4.4902
12,4.58824
13,4.66667
14,4.72549
15,4.80392
16,4.84314
17,4.96078
18,4.82353
19,4.62745
20,4.7451
21,4.82353
22,4.66667
23,4.94118
24,4.90196
25,4.94118
26,5.05882
27,5.05882
28,4.84314
29,5.03922
30,5.09804
31,5.27451
32,5.4902
33,5.68627
34,5.43137
35,5.31373
36,5.4902
37,5.13725
38,5
39,5.31373
40,5.43137
41,5.54902
42,5.5098
43,5.23529
44,5.39216
45,5.39216
46,5.23529
47,5.05882
48,5.27451
49,5.33333
50,5.43137
51,5.56863
52,5.39216
53,5.23529
54,5.54902
55,5.54902
56,5.68627
57,5.68627
58,5.5098
59,5.64706
60,5.66667
61,5.7451
62,5.62745
63,5.66667
64,5.60784
65,5.62745
66,5.54902
67,5.56863
68,5.56863
69,5.76471
70,5.88235
71,5.7451
72,5.66667
73,5.60784
74,5.43137
75,4.98039
76,4.5098
77,4.05882
78,3.54902
79,3.52941
80,3.07843
81,2.70588
82,2.11765
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
