Generation,Best,Worse,Average
1,34.654,1.55484e+07,6.95284e-310
2,34.654,289228,334035
3,34.654,149.289,5800.17
4,31.1518,26748.2,41.1018
5,31.1518,871822,560.721
6,31.1518,5.20707e+07,17130
7,31.1518,16723.9,1.02103e+06
8,31.1518,870296,362.681
9,31.1518,44.1674,39975.7
10,31.1518,136666,34.1423
11,31.1518,296521,3040.07
12,31.1518,871822,5856.15
13,31.1518,1.602e+08,36136.2
14,31.1518,871822,7.36306e+06
15,31.1518,1.91688e+15,22934.9
16,31.1518,2.28379e+07,3.75859e+13
17,31.1518,871822,453871
18,30.9517,16723.9,19725.1
19,30.9517,871822,362.28
20,30.9517,23575.8,23255
21,29.0279,871822,506.947
22,29.0279,296521,23031.1
23,29.0279,1.46208e+07,11662.5
24,29.0279,1.02054e+07,321981
25,29.0279,1.03931e+06,424442
26,29.0279,3.01706e+07,43940.8
27,29.0279,2.28379e+07,601584
28,29.0279,1.20325e+09,519965
29,29.0279,1.20643e+06,2.36548e+07
30,29.0279,1.46208e+07,115472
31,29.0279,89.9134,348003
32,29.0279,1.41827e+06,37.5348
33,29.0279,1.20643e+06,56047
34,29.0279,1.20643e+06,98478
35,28.6036,2.20184e+08,79962.4
36,28.6036,7.3099e+06,4.35686e+06
37,28.1445,3.01706e+07,167056
38,28.1445,2.32447e+08,643974
39,28.1445,4.73932e+07,5.84911e+06
40,28.1445,1.35913e+06,957884
41,28.1445,1.47702e+07,85194.4
42,28.1445,2.71392e+15,313327
43,28.1445,3.30955e+14,5.32141e+13
44,28.1445,3.01706e+07,6.48932e+12
45,28.1445,3.01706e+07,643634
46,28.1445,1.35913e+06,1.05392e+06
47,28.1445,24459.1,84233.1
48,28.1445,4.05909e+08,515.85
49,28.1445,1.33694e+06,7.95905e+06
50,28.1278,1.69413e+09,76695.1
51,28.1278,1.35913e+06,3.32726e+07
52,28.1278,2.50556e+08,53332.9
53,28.1278,1.363e+06,6.20127e+06
54,28.1278,1.35913e+06,99862.3
55,28.1231,3.89763e+07,27207.7
56,27.6312,2.72113e+15,764278
57,27.6312,1.363e+06,5.33555e+13
58,27.6312,3.21003e+07,27963.7
59,27.6312,1.50426e+08,638543
60,27.6312,3.21003e+07,2.94997e+06
61,27.6312,3.21003e+07,635026
62,27.6312,1.363e+06,1.26173e+06
63,27.6312,1.39413e+06,29670.8
64,27.6312,64.7162,28573.1
65,27.6312,42242.2,35.62
66,27.6312,1.39413e+06,868.429
67,27.6312,2.83462e+15,30831.8
68,27.6312,2.55968e+08,5.55808e+13
69,27.6312,1.39413e+06,9.88668e+06
70,27.6312,1.39413e+06,36992.5
71,27.6312,1.39413e+06,54566.1
72,27.6312,3.2393e+07,118473
73,27.6312,1.39413e+06,708636
74,27.6312,472775,82220.3
75,27.6312,1.39413e+06,16929
76,27.6312,3.48919e+08,28309.4
77,27.6312,2.03647e+13,6.95388e+06
78,27.6312,8.06122e+06,3.99308e+11
79,27.6312,1.39413e+06,164710
80,27.6294,23101.8,55634.6
81,27.6294,1.39413e+06,527.283
82,27.6294,3.95578e+07,27861.7
83,27.6294,2.23452e+11,891168
84,27.6294,8.00712e+06,4.38272e+09
85,27.6264,7.74813e+06,192477
86,27.6264,6.48902e+07,257873
87,27.6264,7.49092e+06,1.92858e+06
88,27.6264,3.23931e+07,175224
89,27.6264,3.23931e+07,666118
90,27.6264,407.753,839673
91,27.6264,3.23931e+07,40.7008
92,27.6264,6.48902e+07,771838
93,27.6264,6.15484e+07,1.41174e+06
94,27.6264,35098.5,1.26694e+06
95,27.6264,1.58233e+07,1210.87
96,27.6264,8.59622e+06,316920
97,27.6264,6.38352e+06,196430
98,27.6264,3.23948e+07,214744
99,27.6264,3.62131e+07,831099
