Generation,Best,Worse,Average
1,38.0327,1.05196e+08,6.95304e-310
2,35.654,63811.8,2.07983e+06
3,35.654,85105.3,1543.44
4,34.7805,999.898,1811.77
5,31.8455,999.898,74.2901
6,31.8455,140530,62.0159
7,31.8455,118.515,2832.73
8,31.8455,1005.92,39.2641
9,31.8455,2232.84,66.1238
10,31.8455,1005.92,124.298
11,31.8455,1445.11,77.8013
12,31.0638,146.106,72.2392
13,31.0638,1005.92,42.2761
14,31.0638,999.898,93.68
15,31.0638,999.898,110.042
16,31.0638,1005.92,108.105
17,31.0638,2232.84,119.783
18,31.0638,999.898,149.629
19,31.0638,2232.84,62.3544
20,31.0638,1005.92,169.228
21,30.7815,2232.84,77.0051
22,30.7815,151.976,93.4342
23,30.7815,146.106,49.9904
24,30.7815,151.976,50.1359
25,30.7815,146.106,42.062
26,30.7815,146.106,40.9782
27,30.7815,146.106,42.2897
28,30.7815,146.106,49.3672
29,30.7815,146.106,41.6766
30,30.7815,146.106,38.2457
31,30.7815,146.106,35.5518
32,30.7815,146.106,38.5176
33,30.7815,39.5368,35.1981
34,30.7815,39.5368,33.3219
35,30.7815,127.602,32.3305
36,30.7815,127.602,33.622
37,30.7815,127.602,34.2286
38,30.7815,39.5368,36.2423
39,30.7815,167.481,32.5832
40,30.7815,127.602,34.964
41,30.7815,127.602,34.6035
42,30.7815,127.602,34.9433
43,30.7815,39.5368,34.622
44,30.7815,514.022,32.5825
45,30.7815,151.976,41.626
46,30.7815,39.5528,36.2824
47,30.7815,44.4027,32.3379
48,30.7815,39.5368,32.2379
49,30.7815,39.5368,32.5236
50,30.7815,167.481,32.2049
51,30.7815,39.5368,36.9151
52,30.7815,167.481,32.6515
53,30.7815,39.5368,36.0767
54,30.7815,39.5368,32.6392
55,30.7815,127.602,32.4001
56,30.7815,127.602,34.5344
57,30.7815,151.976,34.9469
58,30.7815,39.5368,34.6087
59,30.7815,39.5368,33.0906
60,30.7815,39.5368,32.8485
61,30.7815,39.5368,32.6351
62,30.7815,39.5368,32.228
63,30.7815,39.5368,32.4362
64,30.7815,151.976,32.5723
65,30.7815,146.106,36.9013
66,30.7815,39.5368,34.2217
67,30.7815,39.5368,31.7943
68,30.7815,39.5368,32.0387
69,30.7815,127.602,33.1252
70,30.7815,39.5368,36.6672
71,30.7815,39.5769,32.967
72,30.7815,151.976,32.1783
73,30.7815,39.5368,36.2836
74,30.7815,39.5368,32.5136
75,30.7815,39.5368,32.2261
76,30.7815,151.976,32.3316
77,30.7815,39.5368,34.426
78,30.7815,39.5368,32.7434
79,30.7815,127.602,31.9185
80,30.7815,49.8608,33.2833
81,30.2916,49.8608,32.778
82,30.2916,146.106,33.4368
83,30.2916,37.4386,34.2527
84,30.2916,146.106,31.3096
85,30.2916,39.5368,33.2185
86,30.2916,39.5368,31.5572
87,30.2916,204.366,31.7334
88,30.2916,204.366,34.5056
89,30.2916,30.7815,34.4119
90,30.2916,59.3106,30.3108
91,30.2916,58.4242,31.9638
92,30.2916,204.366,30.8432
93,30.2916,30.2916,37.118
94,30.2916,59.3106,30.2916
95,30.2916,30.2916,31.4122
96,30.2916,204.366,30.2916
97,30.2916,59.3106,34.2564
98,30.2916,204.366,31.9812
99,30.2916,59.3106,34.2738
