Generation,Best,Worse,Average
1,25.9258,2.61228e+06,0
2,25.9258,5.09602e+07,153024
3,25.9258,inf,1.03283e+06
4,25.9258,1.41916e+10,inf
5,25.9258,421165,2.79247e+08
6,25.9258,43.7643,8292.98
7,25.9258,43.7643,28.1476
8,25.9258,43.7643,27.7702
9,25.9258,30.8599,27.5828
10,25.9258,30.8599,26.0225
11,25.9258,30.8599,26.0225
12,25.9258,25.9258,26.0225
13,25.9258,30.8599,25.9258
14,25.9258,39.082,26.0225
15,25.9258,39.082,26.1837
16,25.9258,43.7643,26.1837
17,25.9258,39.082,26.5335
18,25.9258,43.7643,26.4417
19,25.9258,25.9258,26.3723
20,25.9258,39.082,25.9258
21,25.9258,43.7643,26.1837
22,25.9258,39.082,26.2756
23,25.9258,39.082,26.5385
24,25.9258,43.7643,26.5385
25,25.9258,43.7643,26.8833
26,25.9258,25.9258,26.2756
27,25.9258,30.8599,25.9258
28,25.9258,39.082,26.0225
29,25.9258,30.8599,26.1837
30,25.9258,30.8599,26.0225
31,25.9258,953.579,26.216
32,25.9258,39.082,44.1151
33,25.9258,25.9258,26.1837
34,25.9258,39.082,25.9258
35,25.9258,1370.81,26.6352
36,25.9258,43.7643,53.2536
37,25.9258,43.7643,26.98
38,25.9258,39.082,26.3723
39,25.9258,39.082,26.1837
40,25.9258,43.7643,26.2805
41,25.9258,25.9258,26.6253
42,25.9258,857.827,25.9258
43,25.9258,25.9258,46.1878
44,25.9258,25.9258,25.9258
45,25.9258,2295.99,25.9258
46,25.9258,30.8599,70.9801
47,25.9258,43.7643,26.0225
48,25.9258,43.7643,26.7915
49,25.9258,43.7643,26.8882
50,25.9258,39.082,26.5335
51,25.9258,25.9258,26.1837
52,25.9258,43.7643,25.9258
53,25.9258,39.082,26.6253
54,25.9258,25.9258,26.1837
55,25.9258,43.7643,25.9258
56,25.9258,30.8599,26.2756
57,25.9258,39.082,26.0225
58,25.9258,43.7643,26.1837
59,25.9258,30.8599,26.2756
60,25.9258,43.7643,26.0225
61,25.9258,39.082,27.1413
62,25.9258,25.9258,26.1837
63,25.9258,43.7643,25.9258
64,25.9258,43.7643,26.3723
65,25.9258,39.082,26.6253
66,25.9258,43.7643,26.1837
67,25.9258,43.7643,26.2756
68,25.9258,43.7643,26.5335
69,25.9258,43.7643,26.2756
70,25.9258,25.9258,26.5335
71,25.9258,39.082,25.9258
72,25.9258,30.8599,26.2805
73,25.9258,857.827,26.0225
74,25.9258,857.827,42.5873
75,25.9258,43.7643,42.2376
76,25.9258,30.8599,26.9751
77,25.9258,30.8599,26.0225
78,25.9258,43.7643,26.1193
79,25.9258,25.9258,26.2756
80,25.9258,25.9258,25.9258
81,25.9258,43.7643,25.9258
82,25.9258,39.082,26.727
83,25.9258,43.7643,26.1837
84,25.9258,39.082,26.2756
85,25.9258,25.9258,26.1837
86,25.9258,43.7643,25.9258
87,25.9258,39.082,26.469
88,25.9258,39.082,26.1837
89,25.9258,43.7643,26.3772
90,25.9258,43.7643,26.2756
91,25.9258,43.7643,26.5335
92,25.9258,43.7643,26.2756
93,25.9258,25.9258,26.3723
94,25.9258,43.7643,25.9258
95,25.9258,43.7643,26.2756
96,25.9258,39.082,26.8833
97,25.9258,39.082,26.1837
98,25.9258,762.207,26.2805
99,25.9258,25.9258,41.2557
