Generation,Best,Worse,Average
1,34.654,39.4767,6.95295e-310
2,34.654,34.654,34.7486
3,34.654,34.654,34.654
4,34.654,34.654,34.654
5,34.654,34.654,34.654
6,34.654,34.654,34.654
7,34.654,34.654,34.654
8,34.654,953.579,34.654
9,34.654,34.654,52.6721
10,34.654,34.654,34.654
11,34.654,34.654,34.654
12,34.654,34.654,34.654
13,34.654,34.654,34.654
14,34.654,34.654,34.654
15,34.654,34.654,34.654
16,34.654,34.654,34.654
17,34.654,97.4338,34.654
18,34.654,34.654,35.885
19,34.654,34.654,34.654
20,34.654,34.654,34.654
21,34.654,34.654,34.654
22,34.654,34.654,34.654
23,34.654,34.654,34.654
24,34.654,34.654,34.654
25,34.654,97.4338,34.654
26,34.654,34.654,35.885
27,34.654,34.654,34.654
28,34.654,34.654,34.654
29,34.654,34.654,34.654
30,34.654,34.654,34.654
31,34.654,92.5328,34.654
32,34.654,97.4338,35.7889
33,34.654,34.654,35.885
34,34.654,34.654,34.654
35,34.654,34.654,34.654
36,34.654,34.654,34.654
37,34.654,34.654,34.654
38,34.654,34.654,34.654
39,34.654,34.654,34.654
40,34.654,34.654,34.654
41,34.654,34.654,34.654
42,34.654,97.4338,34.654
43,34.654,34.654,35.885
44,34.654,34.654,34.654
45,34.654,34.654,34.654
46,34.654,34.654,34.654
47,34.654,34.654,34.654
48,34.654,34.654,34.654
49,34.654,34.654,34.654
50,34.654,34.654,34.654
51,34.654,97.4338,34.654
52,34.654,34.654,35.885
53,34.654,34.654,34.654
54,34.654,34.654,34.654
55,34.654,34.654,34.654
56,34.654,953.579,34.654
57,34.654,34.654,52.7605
58,34.654,34.654,34.654
59,34.654,34.654,34.654
60,34.654,953.579,34.654
61,34.654,34.654,52.6721
62,34.654,34.654,34.654
63,34.654,34.654,34.654
64,34.654,34.654,34.654
65,34.654,34.654,34.654
66,34.654,38.9326,34.654
67,34.654,953.579,34.7453
68,34.654,34.654,52.6721
69,30.7815,953.579,34.654
70,30.7815,154.416,52.5962
71,30.7815,30.7815,33.2057
72,30.7815,30.7815,30.7815
73,30.7815,30.7815,30.7815
74,30.7815,30.7815,30.7815
75,30.7815,1370.81,30.7815
76,30.7815,143.973,57.0565
77,30.7815,30.7815,33.0009
78,30.7815,30.7815,30.7815
79,30.7815,1370.81,30.7815
80,30.7815,30.7815,57.0565
81,30.7815,30.7815,30.7815
82,30.7815,30.7815,30.7815
83,30.7815,30.7815,30.7815
84,30.7815,30.7815,30.7815
85,30.7815,30.7815,30.7815
86,30.7815,30.7815,30.7815
87,30.7815,30.7815,30.7815
88,30.7815,30.7815,30.7815
89,30.7815,30.7815,30.7815
90,30.7815,30.7815,30.7815
91,30.7815,154.416,30.7815
92,30.7815,30.7815,33.2057
93,30.7815,30.7815,30.7815
94,30.7815,30.7815,30.7815
95,30.7815,30.7815,30.7815
96,30.7815,30.7815,30.7815
97,30.7815,30.7815,30.7815
98,30.7815,30.7815,30.7815
99,30.7815,30.7815,30.7815
