Generation,Best,Worse,Average
1,25.9258,25.9258,6.95295e-310
2,25.9258,25.9258,25.9258
3,25.9258,25.9258,25.9258
4,25.9258,25.9258,25.9258
5,25.9258,25.9258,25.9258
6,25.9258,25.9258,25.9258
7,25.9258,25.9258,25.9258
8,25.9258,30.8599,25.9258
9,25.9258,43.7643,26.0225
10,25.9258,25.9258,26.6303
11,25.9258,25.9258,25.9258
12,25.9258,762.207,25.9258
13,25.9258,25.9258,40.6206
14,25.9258,25.9258,25.9258
15,25.9258,25.9258,25.9258
16,25.9258,25.9258,25.9258
17,25.9258,25.9258,25.9258
18,25.9258,30.8599,25.9258
19,25.9258,25.9258,26.0225
20,25.9258,25.9258,25.9258
21,25.9258,25.9258,25.9258
22,25.9258,25.9258,25.9258
23,25.9258,25.9258,25.9258
24,25.9258,43.7643,25.9258
25,25.9258,25.9258,26.2756
26,25.9258,25.9258,25.9258
27,25.9258,25.9258,25.9258
28,25.9258,25.9258,25.9258
29,25.9258,30.8599,25.9258
30,25.9258,25.9258,26.0225
31,25.9258,25.9258,25.9258
32,25.9258,25.9258,25.9258
33,25.9258,30.8599,25.9258
34,25.9258,8067.21,26.0225
35,25.9258,25.9258,183.598
36,25.9258,25.9258,25.9258
37,25.9258,204.366,25.9258
38,25.9258,25.9258,29.4246
39,25.9258,25.9258,25.9258
40,25.9258,25.9258,25.9258
41,25.9258,25.9258,25.9258
42,25.9258,25.9258,25.9258
43,25.9258,25.9258,25.9258
44,25.9258,43.7643,25.9258
45,25.9258,39.082,26.2756
46,25.9258,30.8599,26.1837
47,25.9258,356.882,26.0225
48,25.9258,39.082,32.4151
49,25.9258,25.9258,26.1837
50,25.9258,25.9258,25.9258
51,25.9258,39.082,25.9258
52,25.9258,25.9258,26.1837
53,25.9258,25.9258,25.9258
54,25.9258,25.9258,25.9258
55,25.9258,122.71,25.9258
56,25.9258,25.9258,27.8235
57,25.9258,43.7643,25.9258
58,25.9258,43.7643,26.5335
59,25.9258,25.9258,26.2756
60,25.9258,857.827,25.9258
61,25.9258,25.9258,42.2376
62,25.9258,25.9258,25.9258
63,25.9258,25.9258,25.9258
64,25.9258,31.6596,25.9258
65,25.9258,25.9258,26.1934
66,25.9258,25.9258,25.9258
67,25.9258,25.9258,25.9258
68,25.9258,25.9258,25.9258
69,25.9258,25.9258,25.9258
70,25.9258,25.9258,25.9258
71,25.9258,25.9258,25.9258
72,25.9258,25.9258,25.9258
73,25.9258,25.9258,25.9258
74,25.9258,25.9258,25.9258
75,25.9258,25.9258,25.9258
76,25.9258,25.9258,25.9258
77,25.9258,25.9258,25.9258
78,25.9258,25.9258,25.9258
79,25.9258,25.9258,25.9258
80,25.9258,30.8599,25.9258
81,25.9258,25.9258,26.0225
82,25.9258,25.9258,25.9258
83,25.9258,25.9258,25.9258
84,25.9258,25.9258,25.9258
85,25.9258,25.9258,25.9258
86,25.9258,25.9258,25.9258
87,25.9258,30.8599,25.9258
88,25.9258,25.9258,26.0225
89,25.9258,25.9258,25.9258
90,25.9258,25.9258,25.9258
91,25.9258,25.9258,25.9258
92,25.9258,25.9258,25.9258
93,25.9258,30.8599,25.9258
94,25.9258,25.9258,26.0225
95,25.9258,514.022,25.9258
96,25.9258,25.9258,35.4963
97,25.9258,25.9258,25.9258
98,25.9258,25.9258,25.9258
99,25.9258,25.9258,25.9258
