Gerneration,Depth average
1,4.72277
2,4.41584
3,4.48515
4,4.33663
5,4.59406
6,4.22772
7,4.50495
8,4.31683
9,4.76238
10,4.91089
11,4.75248
12,5.0495
13,5.17822
14,5.50495
15,5.61386
16,6.08911
17,6.37624
18,6.39604
19,6.0495
20,5.75248
21,5.94059
22,6
23,5.60396
24,5.78218
25,5.60396
26,5.31683
27,5.24752
28,4.9802
29,5.11881
30,5.0495
31,4.60396
32,4.58416
33,4.88119
34,4.69307
35,4.48515
36,4.33663
37,3.92079
38,3.81188
39,3.82178
40,4.0198
41,3.54455
42,3.59406
43,3.52475
44,3.44554
45,3.39604
46,3.22772
47,3.16832
48,3.12871
49,3.0198
50,3.08911
51,3.13861
52,3.0198
53,2.79208
54,2.75248
55,2.82178
56,2.83168
57,2.88119
58,2.87129
59,2.86139
60,2.81188
61,2.79208
62,2.75248
63,2.84158
64,2.76238
65,2.78218
66,2.74257
67,2.78218
68,2.79208
69,2.77228
70,2.77228
71,2.71287
72,2.69307
73,2.74257
74,2.77228
75,2.81188
76,2.73267
77,2.69307
78,2.71287
79,2.64356
80,2.56436
81,2.55446
82,2.59406
83,2.63366
84,2.65347
85,2.70297
86,2.72277
87,2.67327
88,2.81188
89,2.78218
90,2.73267
91,2.79208
92,2.78218
93,2.77228
94,2.75248
95,2.71287
96,2.75248
97,2.75248
98,2.76238
99,2.75248
