Generation,Diversity
1,72
2,60
3,52
4,44
5,45
6,36
7,36
8,29
9,31
10,23
11,26
12,31
13,36
14,41
15,33
16,38
17,44
18,39
19,35
20,33
21,28
22,25
23,33
24,30
25,34
26,36
27,34
28,37
29,39
30,40
31,35
32,34
33,31
34,31
35,36
36,36
37,35
38,35
39,35
40,37
41,41
42,38
43,37
44,41
45,44
46,42
47,34
48,33
49,27
50,30
51,31
52,36
53,34
54,28
55,32
56,31
57,30
58,34
59,26
60,22
61,25
62,23
63,24
64,26
65,19
66,27
67,29
68,33
69,35
70,41
71,33
72,37
73,33
74,34
75,35
76,42
77,40
78,40
79,34
80,32
81,29
82,30
83,32
84,28
85,30
86,28
87,34
88,29
89,28
90,34
91,35
92,38
93,32
94,40
95,38
96,34
97,30
98,31
99,30
