Generation,Diversity
1,5
2,4
3,4
4,4
5,4
6,6
7,5
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,5
16,5
17,5
18,4
19,4
20,4
21,7
22,4
23,5
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,5
32,5
33,4
34,4
35,4
36,6
37,4
38,4
39,4
40,4
41,5
42,4
43,4
44,4
45,5
46,4
47,4
48,5
49,4
50,5
51,4
52,4
53,5
54,4
55,5
56,5
57,4
58,4
59,4
60,4
61,4
62,4
63,6
64,4
65,5
66,5
67,5
68,4
69,4
70,4
71,5
72,4
73,4
74,5
75,4
76,4
77,5
78,4
79,5
80,4
81,4
82,4
83,6
84,4
85,5
86,4
87,4
88,5
89,4
90,4
91,4
92,4
93,5
94,5
95,4
96,5
97,5
98,4
99,4
