Generation,Diversity
1,6
2,7
3,9
4,5
5,7
6,7
7,4
8,8
9,7
10,8
11,4
12,5
13,5
14,8
15,6
16,5
17,7
18,8
19,7
20,6
21,7
22,8
23,7
24,6
25,6
26,6
27,7
28,5
29,6
30,4
31,5
32,6
33,5
34,4
35,7
36,7
37,6
38,7
39,5
40,7
41,9
42,5
43,7
44,6
45,6
46,9
47,6
48,6
49,7
50,7
51,7
52,6
53,7
54,6
55,7
56,6
57,7
58,5
59,5
60,6
61,5
62,6
63,5
64,8
65,9
66,4
67,5
68,6
69,6
70,7
71,6
72,7
73,5
74,5
75,5
76,7
77,5
78,7
79,7
80,6
81,7
82,8
83,8
84,6
85,8
86,9
87,8
88,8
89,5
90,7
91,7
92,7
93,7
94,6
95,6
96,5
97,5
98,6
99,7
100,5
101,7
102,6
103,6
104,5
105,6
106,9
107,4
108,6
109,5
110,8
111,9
112,8
113,7
114,6
115,5
116,9
117,8
118,5
119,5
120,7
121,5
122,5
123,6
124,6
125,5
126,5
127,7
128,5
129,6
130,8
131,6
132,5
133,9
134,7
135,6
136,5
137,4
138,8
139,8
140,8
141,8
142,5
143,6
144,8
145,7
146,5
147,4
148,7
149,5
150,6
151,5
152,5
153,6
154,5
155,5
156,6
157,5
158,6
159,6
160,6
161,7
162,5
163,7
164,5
165,8
166,5
167,5
168,6
169,5
170,6
171,4
172,7
173,5
174,7
175,7
176,5
177,5
178,5
179,8
180,6
181,4
182,6
183,6
184,6
185,4
186,5
187,6
188,6
189,6
190,6
191,6
192,7
193,6
194,6
195,4
196,8
197,4
198,6
199,8
200,7
201,7
202,6
203,4
204,6
205,5
206,6
207,7
208,5
209,4
210,6
211,5
212,4
213,9
214,4
215,7
216,7
217,5
218,7
219,5
220,4
221,7
222,6
223,5
224,5
225,5
226,4
227,7
228,6
229,9
230,7
231,6
232,4
233,7
234,7
235,8
236,5
237,4
238,6
239,5
240,6
241,7
242,6
243,4
244,6
245,7
246,6
247,6
248,6
249,5
250,5
251,7
252,5
253,5
254,5
255,6
256,8
257,7
258,6
259,7
260,8
261,6
262,4
263,6
264,8
265,9
266,4
267,6
268,7
269,5
270,5
271,9
272,6
273,8
274,7
275,6
276,7
277,6
278,6
279,7
280,5
281,8
282,9
283,7
284,5
285,5
286,5
287,7
288,7
289,6
290,6
291,6
292,6
293,6
294,5
295,5
296,7
297,6
298,7
299,6
300,9
301,6
302,5
303,5
304,9
305,6
306,6
307,6
308,7
309,8
310,5
311,5
312,7
313,7
314,5
315,5
316,4
317,6
318,8
319,9
320,6
321,5
322,5
323,4
324,7
325,5
326,5
327,5
328,6
329,7
330,10
331,8
332,6
333,6
334,7
335,8
336,5
337,6
338,5
339,6
340,6
341,6
342,5
343,5
344,5
345,5
346,6
347,6
348,6
349,6
350,8
351,7
352,6
353,6
354,5
355,6
356,6
357,7
358,6
359,6
360,6
361,9
362,6
363,5
364,6
365,5
366,4
367,8
368,5
369,5
370,5
371,5
372,7
373,5
374,6
375,7
376,7
377,7
378,4
379,7
380,8
381,5
382,8
383,6
384,4
385,8
386,8
387,5
388,6
389,4
390,5
391,5
392,5
393,5
394,8
395,6
396,6
397,7
398,5
399,6
400,5
401,6
402,7
403,5
404,7
405,5
406,5
407,5
408,5
409,6
410,7
411,5
412,5
413,6
414,7
415,5
416,7
417,7
418,8
419,6
420,4
421,7
422,8
423,5
424,5
425,6
426,5
427,6
428,5
429,6
430,7
431,6
432,6
433,4
434,7
435,5
436,9
437,5
438,7
439,5
440,4
441,7
442,8
443,6
444,6
445,5
446,5
447,4
448,6
449,8
450,5
451,6
452,4
453,5
454,5
455,7
456,8
457,6
458,4
459,5
460,7
461,7
462,9
463,7
464,7
465,6
466,8
467,6
468,4
469,4
470,7
471,5
472,6
473,5
474,7
475,6
476,8
477,9
478,7
479,9
480,4
481,7
482,6
483,5
484,8
485,5
486,5
487,5
488,6
489,5
490,4
491,7
492,4
493,7
494,9
495,5
496,7
497,6
498,7
499,9
