Gerneration,Depth average
1,5.49301
2,4.62874
3,4.61876
4,4.58084
5,4.61677
6,4.61277
7,4.57884
8,4.63273
9,4.62076
10,4.57285
11,4.58283
12,4.57086
13,4.61677
14,4.52695
15,4.58882
16,4.60878
17,4.57485
18,4.57086
19,4.53693
20,4.61677
21,4.53693
22,4.59481
23,4.56687
24,4.53693
25,4.62275
26,4.57086
27,4.57884
28,4.59481
29,4.58084
30,4.64471
31,4.61477
32,4.56886
33,4.56487
34,4.58882
35,4.51098
36,4.60679
37,4.6008
38,4.54291
39,4.60479
40,4.57685
41,4.60479
42,4.60679
43,4.62475
44,4.6008
45,4.62675
46,4.61477
47,4.61677
48,4.59281
49,4.58483
