Generation,Diversity
1,12
2,13
3,11
4,12
5,9
6,13
7,12
8,13
9,13
10,12
11,13
12,10
13,12
14,14
15,10
16,13
17,10
18,10
19,12
20,9
21,10
22,11
23,11
24,13
25,10
26,14
27,12
28,14
29,12
30,9
31,12
32,12
33,10
34,11
35,10
36,12
37,12
38,13
39,12
40,13
41,12
42,11
43,13
44,13
45,13
46,10
47,10
48,9
49,10
50,11
51,10
52,11
53,11
54,13
55,10
56,14
57,13
58,8
59,8
60,10
61,13
62,10
63,14
64,11
65,11
66,10
67,10
68,13
69,11
70,10
71,12
72,11
73,12
74,11
75,12
76,12
77,13
78,12
79,10
80,10
81,11
82,13
83,11
84,13
85,11
86,13
87,13
88,13
89,9
90,12
91,12
92,10
93,13
94,13
95,14
96,12
97,9
98,12
99,11
100,12
101,12
102,10
103,12
104,13
105,12
106,10
107,13
108,12
109,13
110,11
111,11
112,11
113,10
114,12
115,14
116,13
117,10
118,12
119,10
120,10
121,11
122,11
123,10
124,11
125,10
126,13
127,10
128,12
129,11
130,12
131,12
132,16
133,14
134,12
135,8
136,14
137,14
138,11
139,12
140,10
141,14
142,12
143,12
144,10
145,13
146,13
147,11
148,14
149,9
150,10
151,10
152,11
153,13
154,9
155,10
156,12
157,10
158,9
159,11
160,12
161,10
162,9
163,12
164,11
165,11
166,10
167,11
168,10
169,12
170,12
171,12
172,12
173,10
174,11
175,11
176,14
177,11
178,12
179,11
180,11
181,10
182,10
183,12
184,13
185,10
186,14
187,12
188,13
189,11
190,13
191,10
192,9
193,13
194,11
195,12
196,10
197,9
198,10
199,11
200,9
201,9
202,14
203,10
204,11
205,11
206,12
207,10
208,13
209,10
210,12
211,11
212,9
213,10
214,10
215,10
216,12
217,11
218,11
219,11
220,11
221,13
222,13
223,10
224,11
225,8
226,10
227,9
228,9
229,11
230,10
231,12
232,9
233,10
234,11
235,10
236,11
237,13
238,10
239,13
240,13
241,13
242,12
243,13
244,11
245,13
246,10
247,11
248,14
249,11
250,10
251,11
252,14
253,14
254,12
255,12
256,12
257,10
258,14
259,13
260,10
261,10
262,13
263,12
264,14
265,11
266,12
267,15
268,13
269,13
270,15
271,12
272,10
273,12
274,14
275,15
276,12
277,10
278,12
279,11
280,13
281,12
282,16
283,9
284,15
285,10
286,12
287,13
288,13
289,10
290,12
291,12
292,13
293,12
294,11
295,10
296,11
297,11
298,11
299,12
300,13
301,10
302,13
303,13
304,9
305,10
306,13
307,10
308,9
309,11
310,10
311,14
312,14
313,11
314,9
315,13
316,13
317,14
318,13
319,13
320,11
321,13
322,12
323,10
324,9
325,11
326,14
327,12
328,11
329,10
330,9
331,12
332,12
333,11
334,11
335,11
336,12
337,11
338,13
339,10
340,10
341,10
342,12
343,14
344,11
345,12
346,13
347,13
348,10
349,11
350,12
351,10
352,12
353,10
354,12
355,10
356,12
357,14
358,13
359,14
360,11
361,10
362,10
363,12
364,8
365,9
366,11
367,13
368,11
369,11
370,10
371,14
372,13
373,12
374,11
375,10
376,12
377,10
378,12
379,13
380,14
381,9
382,9
383,13
384,11
385,13
386,13
387,9
388,13
389,10
390,14
391,12
392,8
393,13
394,10
395,10
396,14
397,11
398,12
399,13
400,12
401,13
402,11
403,13
404,14
405,10
406,14
407,11
408,8
409,13
410,14
411,11
412,13
413,12
414,11
415,11
416,13
417,10
418,13
419,11
420,11
421,12
422,12
423,9
424,12
425,9
426,15
427,11
428,12
429,10
430,13
431,9
432,11
433,11
434,11
435,13
436,10
437,11
438,13
439,11
440,11
441,11
442,11
443,11
444,12
445,10
446,11
447,9
448,12
449,13
450,14
451,12
452,12
453,12
454,12
455,11
456,10
457,12
458,12
459,14
460,10
461,12
462,13
463,14
464,9
465,12
466,10
467,12
468,13
469,11
470,13
471,10
472,12
473,11
474,11
475,13
476,10
477,11
478,15
479,10
480,11
481,13
482,10
483,12
484,10
485,10
486,13
487,11
488,11
489,13
490,9
491,12
492,9
493,11
494,12
495,11
496,12
497,12
498,9
499,14
