Gerneration,Depth average
1,4.64356
2,4.58416
3,4.52475
4,4.65347
5,4.58416
6,4.65347
7,4.59406
8,4.51485
9,4.62376
10,4.66337
11,4.53465
12,4.53465
13,4.66337
14,4.54455
15,4.53465
16,4.53465
17,4.63366
18,4.62376
19,4.57426
20,4.62376
21,4.48515
22,4.56436
23,4.50495
24,4.60396
25,4.61386
26,4.58416
27,4.54455
28,4.61386
29,4.47525
30,4.65347
31,4.66337
32,4.56436
33,4.67327
34,4.62376
35,4.62376
36,4.60396
37,4.51485
38,4.52475
39,4.58416
40,4.61386
41,4.50495
42,4.58416
43,4.60396
44,4.58416
45,4.68317
46,4.64356
47,4.67327
48,4.57426
49,4.54455
