Generation,Diversity
1,1
2,1
3,3
4,1
5,2
6,3
7,1
8,2
9,1
10,2
11,2
12,1
13,2
14,2
15,1
16,2
17,2
18,1
19,1
20,2
21,2
22,1
23,3
24,3
25,2
26,1
27,1
28,1
29,1
30,2
31,1
32,1
33,1
34,2
35,2
36,1
37,1
38,2
39,1
40,1
41,1
42,1
43,4
44,1
45,2
46,1
47,2
48,2
49,1
50,2
51,1
52,2
53,2
54,1
55,2
56,2
57,2
58,1
59,2
60,2
61,2
62,2
63,3
64,1
65,3
66,1
67,1
68,2
69,3
70,2
71,1
72,1
73,2
74,2
75,2
76,1
77,1
78,1
79,2
80,2
81,2
82,1
83,1
84,1
85,1
86,1
87,2
88,1
89,2
90,3
91,2
92,2
93,1
94,1
95,1
96,2
97,1
98,3
99,1
100,1
101,3
102,3
103,2
104,2
105,2
106,2
107,1
108,2
109,2
110,1
111,1
112,2
113,3
114,1
115,2
116,2
117,2
118,2
119,1
120,3
121,2
122,2
123,2
124,1
125,2
126,2
127,1
128,1
129,1
130,2
131,2
132,1
133,1
134,1
135,1
136,2
137,3
138,2
139,3
140,1
141,1
142,1
143,2
144,2
145,1
146,1
147,1
148,1
149,1
150,3
151,1
152,1
153,2
154,2
155,2
156,1
157,1
158,1
159,2
160,2
161,2
162,2
163,1
164,1
165,1
166,1
167,1
168,3
169,2
170,1
171,2
172,1
173,1
174,3
175,2
176,2
177,3
178,1
179,1
180,1
181,3
182,1
183,2
184,2
185,2
186,2
187,2
188,1
189,3
190,3
191,1
192,2
193,1
194,3
195,1
196,2
197,1
198,1
199,2
200,1
201,2
202,2
203,3
204,2
205,3
206,2
207,1
208,2
209,2
210,1
211,2
212,2
213,1
214,1
215,1
216,2
217,1
218,1
219,3
220,2
221,1
222,2
223,2
224,2
225,1
226,1
227,1
228,2
229,1
230,1
231,1
232,1
233,1
234,1
235,2
236,1
237,1
238,1
239,1
240,4
241,5
242,3
243,1
244,1
245,3
246,1
247,2
248,2
249,3
250,1
251,3
252,3
253,2
254,2
255,2
256,2
257,1
258,1
259,2
260,2
261,1
262,1
263,2
264,2
265,1
266,1
267,1
268,2
269,1
270,1
271,3
272,1
273,2
274,2
275,1
276,2
277,1
278,1
279,3
280,1
281,2
282,2
283,1
284,3
285,1
286,2
287,2
288,1
289,1
290,1
291,3
292,1
293,2
294,2
295,3
296,2
297,2
298,1
299,1
300,1
301,3
302,1
303,1
304,1
305,1
306,1
307,2
308,2
309,2
310,1
311,1
312,1
313,1
314,1
315,4
316,2
317,2
318,1
319,1
320,1
321,1
322,2
323,1
324,1
325,3
326,1
327,1
328,2
329,2
330,1
331,3
332,3
333,2
334,2
335,1
336,2
337,2
338,2
339,1
340,2
341,1
342,2
343,1
344,1
345,4
346,1
347,1
348,4
349,1
350,3
351,3
352,2
353,2
354,1
355,3
356,1
357,1
358,2
359,1
360,1
361,1
362,2
363,2
364,2
365,2
366,2
367,1
368,2
369,2
370,2
371,2
372,2
373,1
374,2
375,4
376,2
377,1
378,3
379,2
380,3
381,1
382,2
383,3
384,1
385,2
386,2
387,2
388,1
389,1
390,1
391,1
392,1
393,2
394,1
395,2
396,1
397,1
398,1
399,1
400,3
401,1
402,1
403,1
404,2
405,2
406,2
407,2
408,1
409,2
410,1
411,1
412,2
413,3
414,2
415,1
416,1
417,2
418,2
419,1
420,2
421,2
422,3
423,1
424,2
425,2
426,2
427,2
428,2
429,2
430,2
431,2
432,1
433,2
434,1
435,2
436,1
437,2
438,3
439,2
440,1
441,1
442,2
443,1
444,2
445,1
446,2
447,2
448,1
449,1
450,2
451,1
452,3
453,1
454,2
455,2
456,1
457,1
458,1
459,2
460,1
461,2
462,2
463,3
464,1
465,2
466,3
467,1
468,1
469,2
470,2
471,3
472,1
473,2
474,3
475,2
476,1
477,2
478,3
479,2
480,2
481,2
482,1
483,2
484,1
485,2
486,2
487,2
488,2
489,2
490,1
491,1
492,1
493,2
494,2
495,1
496,1
497,3
498,3
499,2
