Generation,Diversity
1,27
2,18
3,18
4,19
5,18
6,17
7,20
8,17
9,18
10,18
11,16
12,20
13,17
14,18
15,19
16,16
17,18
18,18
19,16
20,17
21,20
22,17
23,16
24,17
25,19
26,21
27,17
28,16
29,20
30,18
31,21
32,18
33,19
34,16
35,18
36,17
37,19
38,17
39,17
40,18
41,19
42,19
43,17
44,21
45,20
46,17
47,20
48,19
49,17
50,20
51,18
52,19
53,20
54,19
55,20
56,17
57,17
58,19
59,16
60,19
61,20
62,19
63,19
64,19
65,20
66,18
67,20
68,18
69,17
70,18
71,19
72,20
73,17
74,19
75,18
76,17
77,18
78,18
79,17
80,15
81,21
82,21
83,18
84,18
85,17
86,20
87,18
88,18
89,21
90,19
91,18
92,19
93,18
94,20
95,19
96,17
97,18
98,22
99,19
