Gerneration,Depth average
1,7.97804
2,7.92814
3,7.8523
4,7.74651
5,7.84232
6,7.84032
7,7.74651
8,7.7505
9,7.69261
10,7.86028
11,7.72255
12,7.84631
13,7.75649
14,7.76846
15,7.79242
16,7.76248
17,7.82236
18,7.89421
19,7.91417
20,7.8024
21,7.76647
22,7.75649
23,7.72455
24,7.83433
25,7.72255
26,7.88024
27,7.70858
28,7.74651
29,7.68064
30,7.83034
31,7.84232
32,7.76048
33,7.75649
34,7.72854
35,7.80838
36,7.80639
37,7.77844
38,7.76647
39,7.85629
40,7.79641
41,7.80639
42,7.84232
43,7.74052
44,7.82834
45,7.73453
46,7.72854
47,7.86028
48,7.71257
49,7.80439
50,7.87026
51,7.81836
52,7.78244
53,7.81437
54,7.81836
55,7.84232
56,7.66866
57,7.68064
58,7.79441
59,7.78044
60,7.80439
61,7.68263
62,7.84032
63,7.81836
64,7.78244
65,7.79242
66,7.8004
67,7.76846
68,7.76248
69,7.77445
70,7.7525
71,7.80439
72,7.78044
73,7.76647
74,7.77046
75,7.86627
76,7.80838
77,7.77645
78,7.90818
79,7.85828
80,7.76846
81,7.81038
82,7.7505
83,7.8004
84,7.81637
85,7.79242
86,7.86627
87,7.79242
88,7.7525
89,7.86627
90,7.8024
91,7.8004
92,7.84232
93,7.67465
94,7.76647
95,7.74651
96,7.83034
97,7.84032
98,7.73852
99,7.87026
