Generation,Diversity
1,8
2,8
3,7
4,7
5,10
6,8
7,8
8,8
9,10
10,10
11,9
12,9
13,8
14,8
15,7
16,7
17,7
18,10
19,9
20,9
21,9
22,10
23,9
24,7
25,9
26,8
27,8
28,10
29,8
30,8
31,9
32,8
33,9
34,6
35,7
36,8
37,7
38,10
39,10
40,10
41,7
42,8
43,8
44,8
45,9
46,9
47,10
48,11
49,7
50,9
51,9
52,8
53,8
54,7
55,10
56,8
57,10
58,9
59,8
60,9
61,11
62,7
63,6
64,10
65,8
66,8
67,9
68,8
69,7
70,9
71,9
72,7
73,8
74,7
75,8
76,11
77,8
78,7
79,9
80,8
81,6
82,8
83,9
84,11
85,8
86,7
87,8
88,7
89,11
90,8
91,7
92,8
93,8
94,7
95,8
96,7
97,7
98,8
99,9
100,7
101,9
102,7
103,11
104,8
105,7
106,8
107,9
108,8
109,8
110,9
111,7
112,9
113,8
114,9
115,9
116,8
117,7
118,8
119,9
120,9
121,8
122,9
123,7
124,11
125,7
126,7
127,7
128,9
129,11
130,9
131,9
132,7
133,10
134,6
135,10
136,8
137,9
138,10
139,10
140,9
141,11
142,8
143,8
144,11
145,10
146,7
147,10
148,8
149,8
150,8
151,7
152,9
153,8
154,9
155,7
156,7
157,8
158,8
159,9
160,10
161,7
162,7
163,9
164,9
165,9
166,9
167,8
168,8
169,10
170,10
171,8
172,7
173,10
174,8
175,8
176,7
177,9
178,9
179,8
180,11
181,11
182,10
183,8
184,8
185,9
186,10
187,8
188,6
189,9
190,10
191,9
192,8
193,9
194,8
195,9
196,9
197,10
198,8
199,7
200,7
201,9
202,8
203,8
204,8
205,9
206,8
207,8
208,10
209,9
210,10
211,9
212,7
213,8
214,7
215,10
216,10
217,8
218,8
219,8
220,9
221,8
222,9
223,11
224,9
225,8
226,9
227,8
228,11
229,7
230,8
231,9
232,9
233,9
234,6
235,8
236,7
237,8
238,9
239,8
240,10
241,7
242,7
243,8
244,9
245,11
246,9
247,8
248,8
249,10
250,9
251,7
252,9
253,8
254,10
255,10
256,6
257,7
258,9
259,8
260,8
261,7
262,8
263,7
264,9
265,8
266,10
267,7
268,8
269,9
270,11
271,8
272,10
273,7
274,8
275,8
276,7
277,8
278,7
279,11
280,8
281,11
282,7
283,10
284,8
285,9
286,7
287,8
288,9
289,10
290,8
291,11
292,9
293,8
294,8
295,7
296,8
297,9
298,9
299,9
300,6
301,8
302,8
303,10
304,8
305,7
306,8
307,6
308,7
309,9
310,9
311,11
312,8
313,9
314,9
315,8
316,7
317,10
318,8
319,9
320,8
321,8
322,9
323,10
324,8
325,10
326,8
327,9
328,7
329,9
330,8
331,6
332,10
333,8
334,11
335,7
336,8
337,9
338,9
339,9
340,9
341,8
342,8
343,10
344,9
345,11
346,9
347,8
348,7
349,7
350,8
351,8
352,9
353,7
354,9
355,10
356,7
357,7
358,9
359,8
360,7
361,8
362,7
363,8
364,8
365,8
366,9
367,7
368,7
369,8
370,11
371,7
372,7
373,5
374,8
375,8
376,9
377,12
378,8
379,10
380,11
381,8
382,8
383,6
384,8
385,9
386,7
387,11
388,7
389,7
390,10
391,8
392,8
393,8
394,9
395,7
396,9
397,7
398,10
399,8
400,11
401,12
402,11
403,9
404,8
405,9
406,8
407,8
408,10
409,10
410,8
411,8
412,9
413,11
414,8
415,9
416,6
417,9
418,8
419,10
420,7
421,9
422,10
423,8
424,6
425,11
426,8
427,9
428,9
429,10
430,9
431,9
432,8
433,8
434,9
435,8
436,9
437,10
438,9
439,12
440,8
441,8
442,9
443,8
444,9
445,7
446,10
447,8
448,7
449,8
450,9
451,10
452,8
453,7
454,10
455,10
456,8
457,7
458,9
459,8
460,12
461,13
462,9
463,7
464,7
465,8
466,10
467,8
468,8
469,10
470,8
471,8
472,10
473,8
474,12
475,9
476,7
477,7
478,9
479,7
480,8
481,8
482,11
483,8
484,8
485,9
486,6
487,7
488,8
489,6
490,7
491,8
492,8
493,9
494,7
495,7
496,5
497,9
498,8
499,8
