Generation,Best,Worse,Average
1,14.8707,3068.17,6.95298e-310
2,14.8707,128.931,100.335
3,14.8707,4926.48,25.4984
4,14.8707,32.5767,74.0833
5,13.4844,25.7128,inf
6,13.4844,33.746,inf
7,13.4844,26.0889,inf
8,13.4844,31.9762,18.7498
9,13.4844,4926.48,19.1196
10,13.4844,4926.05,67.12
11,13.4844,26.0889,66.5296
12,13.4844,33.7084,18.0441
13,13.4844,31.9762,18.5639
14,13.4844,31.9762,17.8334
15,13.4844,31.9762,17.953
16,13.4844,26.0889,17.8673
17,13.4844,26.0889,18.347
18,13.4844,31.9762,17.7246
19,13.4844,41.5284,18.4683
20,13.4844,34.0361,18.2759
21,13.4844,37.4914,18.4863
22,13.4844,26.0889,18.5054
23,13.4844,39.7551,18.3124
24,13.4844,31.9762,18.4601
25,13.4844,34.0361,18.2532
26,13.4844,34.0361,18.9194
27,13.4844,33.7084,18.0763
28,13.4844,31.9762,17.4153
29,13.4844,31.9762,18.1378
30,13.4844,91.3236,17.9941
31,13.4844,31.9762,19.4875
32,13.4844,26.0889,17.9414
33,13.4844,91.3236,18.0475
34,13.4844,37.4914,18.7842
35,13.4844,91.3236,17.9462
36,13.4844,33.7084,18.9533
37,13.4844,39.7551,18.0293
38,13.4844,31.9762,18.1398
39,13.4844,37.4914,18.4606
40,13.4844,31.9762,18.9207
41,13.4844,33.7084,17.9924
42,13.4844,26.0889,18.2075
43,13.4844,34.0361,18.6389
44,13.4844,34.0361,19.3299
45,13.4844,36.3989,18.8642
46,13.4844,39.7551,18.6685
47,13.4844,26.1241,19.1321
48,13.4844,91.3236,18.7169
49,13.4844,39.7551,19.9322
50,13.4844,34.0361,19.131
51,13.4844,33.7084,18.5046
52,13.4844,31.9762,18.1739
53,13.4844,31.9762,18.2181
54,13.4844,31.9762,18.2235
55,13.4844,33.7084,18.3801
56,13.4844,34.0361,18.7721
57,13.4844,26.0889,18.9367
58,13.4844,31.9762,18.272
59,13.4844,31.9762,18.5032
60,13.4844,37.4914,18.3076
61,13.4844,34.0361,18.8693
62,13.4844,91.3236,18.6567
63,13.4844,33.7084,18.9882
64,13.4844,31.9762,18.175
65,13.4844,37.4914,17.4468
66,13.4844,31.9762,17.7567
67,13.4844,26.0889,17.064
68,13.4844,34.0361,16.9965
69,13.4844,39.7551,18.4892
70,13.4844,31.9762,18.5401
71,13.4844,31.9762,18.0497
72,13.4844,31.9762,18.0747
73,13.4844,34.0361,18.9221
74,13.4844,33.7295,18.0771
75,13.4844,31.9762,18.0994
76,13.4844,31.9762,18.1463
77,13.4844,34.0361,18.4195
78,13.4844,33.3688,18.9372
79,13.4844,39.7551,18.0502
80,13.4844,34.0361,18.1558
81,13.4844,26.0889,18.1583
82,13.4844,34.0361,17.1053
83,13.4844,31.9762,18.3681
84,13.4844,33.7084,17.9457
85,13.4844,34.0361,17.8192
86,13.4844,33.7084,17.7308
87,13.4844,37.4914,17.5653
88,13.4844,39.7551,19.1376
89,13.4844,31.9762,18.4927
90,13.4844,31.9762,17.9487
91,13.4844,31.9762,18.4655
92,13.4844,26.0889,17.967
93,13.4844,34.0361,18.0978
94,13.4844,37.4914,17.879
95,13.4844,34.0361,18.5263
96,13.4844,33.7084,17.3979
97,13.4844,26.0889,17.3643
98,13.4844,31.9762,17.8267
99,13.4844,33.7084,17.5639
