Generation,Diversity
1,9
2,12
3,9
4,11
5,12
6,13
7,10
8,9
9,10
10,13
11,10
12,10
13,11
14,13
15,10
16,12
17,11
18,13
19,10
20,10
21,9
22,11
23,12
24,9
25,10
26,12
27,12
28,11
29,11
30,10
31,12
32,12
33,10
34,9
35,10
36,11
37,11
38,11
39,15
40,12
41,10
42,10
43,10
44,13
45,11
46,11
47,14
48,10
49,13
50,11
51,9
52,11
53,12
54,12
55,11
56,9
57,12
58,10
59,11
60,11
61,10
62,12
63,10
64,13
65,12
66,12
67,14
68,11
69,11
70,11
71,12
72,13
73,9
74,11
75,10
76,11
77,10
78,10
79,11
80,10
81,10
82,13
83,11
84,11
85,13
86,10
87,13
88,12
89,11
90,10
91,12
92,13
93,10
94,13
95,11
96,12
97,13
98,8
99,9
