Generation,Diversity
1,67
2,51
3,45
4,31
5,28
6,23
7,30
8,23
9,23
10,32
11,32
12,25
13,27
14,34
15,34
16,36
17,39
18,42
19,44
20,37
21,34
22,43
23,41
24,39
25,39
26,41
27,40
28,34
29,35
30,37
31,41
32,42
33,47
34,43
35,37
36,39
37,37
38,27
39,26
40,27
41,34
42,43
43,42
44,42
45,41
46,44
47,36
48,38
49,50
50,47
51,39
52,39
53,33
54,35
55,34
56,38
57,37
58,26
59,30
60,29
61,38
62,39
63,36
64,35
65,34
66,29
67,30
68,22
69,18
70,16
71,15
72,18
73,18
74,14
75,17
76,16
77,13
78,14
79,15
80,17
81,15
82,15
83,17
84,14
85,12
86,13
87,14
88,17
89,17
90,14
91,15
92,17
93,19
94,17
95,20
96,22
97,20
98,17
99,17
