Gerneration,Depth average
1,2.80439
2,2.8004
3,2.79441
4,2.80838
5,2.78643
6,2.81238
7,2.79242
8,2.79042
9,2.78443
10,2.80439
11,2.77844
12,2.80838
13,2.78044
14,2.79042
15,2.78842
16,2.79242
17,2.79641
18,2.76846
19,2.78443
20,2.77445
21,2.8004
22,2.81238
23,2.79042
24,2.81437
25,2.8004
26,2.7984
27,2.81637
28,2.81038
29,2.79042
30,2.78643
31,2.77645
32,2.77844
33,2.81637
34,2.80639
35,2.83034
36,2.81238
37,2.8024
38,2.79641
39,2.78643
40,2.77246
41,2.78443
42,2.77645
43,2.78842
44,2.78842
45,2.78842
46,2.80439
47,2.79441
48,2.75449
49,2.77844
50,2.77046
51,2.78643
52,2.79242
53,2.8004
54,2.77246
55,2.78643
56,2.77844
57,2.81038
58,2.77445
59,2.83234
60,2.79641
61,2.79042
62,2.79641
63,2.80838
64,2.83034
65,2.78244
66,2.79641
67,2.80439
68,2.8004
69,2.78044
70,2.75848
71,2.78842
72,2.78044
73,2.77246
74,2.78244
75,2.78443
76,2.8004
77,2.79441
78,2.79242
79,2.77645
80,2.77445
81,2.77645
82,2.80639
83,2.76846
84,2.79042
85,2.76846
86,2.80439
87,2.80639
88,2.76447
89,2.79242
90,2.77246
91,2.77246
92,2.7984
93,2.79641
94,2.79641
95,2.80439
96,2.7984
97,2.76846
98,2.81038
99,2.8024
