Generation,Diversity
1,69
2,50
3,32
4,24
5,16
6,18
7,12
8,14
9,18
10,22
11,21
12,17
13,16
14,19
15,22
16,21
17,24
18,19
19,17
20,15
21,14
22,19
23,22
24,18
25,27
26,23
27,24
28,28
29,28
30,27
31,26
32,23
33,28
34,31
35,31
36,26
37,23
38,25
39,33
40,24
41,28
42,27
43,25
44,26
45,26
46,24
47,27
48,33
49,32
50,30
51,24
52,26
53,28
54,24
55,34
56,32
57,31
58,33
59,27
60,31
61,22
62,31
63,34
64,33
65,24
66,31
67,25
68,22
69,22
70,29
71,27
72,21
73,28
74,26
75,26
76,23
77,25
78,24
79,28
80,24
81,30
82,26
83,28
84,27
85,28
86,27
87,27
88,31
89,27
90,21
91,29
92,25
93,33
94,29
95,28
96,30
97,27
98,29
99,25
