Generation,Diversity
1,66
2,45
3,30
4,19
5,14
6,13
7,11
8,7
9,8
10,8
11,9
12,7
13,8
14,11
15,8
16,8
17,8
18,6
19,6
20,7
21,8
22,5
23,7
24,7
25,6
26,6
27,6
28,6
29,5
30,4
31,5
32,3
33,5
34,5
35,7
36,6
37,6
38,7
39,7
40,3
41,5
42,4
43,8
44,7
45,7
46,6
47,9
48,3
49,5
50,6
51,7
52,5
53,5
54,6
55,4
56,5
57,4
58,5
59,5
60,7
61,6
62,7
63,7
64,7
65,5
66,6
67,6
68,4
69,4
70,5
71,6
72,4
73,6
74,6
75,4
76,6
77,6
78,8
79,5
80,6
81,6
82,5
83,4
84,6
85,3
86,5
87,5
88,3
89,5
90,5
91,6
92,8
93,7
94,5
95,6
96,6
97,5
98,7
99,5
