Gerneration,Depth average
1,2.77645
2,2.78643
3,2.81038
4,2.78443
5,2.81437
6,2.79042
7,2.80838
8,2.79042
9,2.76248
10,2.79242
11,2.77246
12,2.81038
13,2.77844
14,2.80639
15,2.78443
16,2.76647
17,2.77844
18,2.77445
19,2.79641
20,2.78842
21,2.7984
22,2.78044
23,2.76846
24,2.78643
25,2.7984
26,2.79242
27,2.80439
28,2.8024
29,2.81836
30,2.77645
31,2.80439
32,2.81038
33,2.79042
34,2.8024
35,2.79042
36,2.80838
37,2.80439
38,2.79042
39,2.80439
40,2.80639
41,2.78244
42,2.81238
43,2.81038
44,2.80639
45,2.7984
46,2.79641
47,2.78244
48,2.78643
49,2.79441
50,2.8024
51,2.78443
52,2.82435
53,2.78643
54,2.79441
55,2.8024
56,2.78244
57,2.81437
58,2.78044
59,2.77246
60,2.78842
61,2.76447
62,2.78244
63,2.78643
64,2.79242
65,2.81637
66,2.76248
67,2.77844
68,2.77844
69,2.79242
70,2.73852
71,2.76647
72,2.79242
73,2.75449
74,2.79641
75,2.77645
76,2.78643
77,2.79441
78,2.77844
79,2.77046
80,2.7984
81,2.78244
82,2.78643
83,2.80639
84,2.80439
85,2.8004
86,2.79242
87,2.8004
88,2.79042
89,2.79441
90,2.81437
91,2.79042
92,2.8024
93,2.8024
94,2.78443
95,2.78842
96,2.78643
97,2.78443
98,2.81238
99,2.77645
