Generation,Diversity
1,67
2,54
3,38
4,31
5,25
6,28
7,27
8,30
9,38
10,39
11,38
12,43
13,50
14,53
15,51
16,54
17,53
18,50
19,56
20,40
21,53
22,58
23,56
24,55
25,43
26,46
27,48
28,46
29,45
30,50
31,49
32,44
33,43
34,49
35,43
36,47
37,37
38,45
39,40
40,38
41,40
42,41
43,40
44,42
45,47
46,48
47,50
48,48
49,44
50,43
51,44
52,39
53,52
54,56
55,56
56,52
57,57
58,51
59,41
60,39
61,40
62,39
63,45
64,41
65,46
66,45
67,46
68,56
69,57
70,49
71,51
72,48
73,49
74,54
75,57
76,53
77,52
78,60
79,62
80,57
81,61
82,59
83,53
84,59
85,62
86,59
87,59
88,63
89,60
90,57
91,48
92,56
93,53
94,52
95,55
96,59
97,64
98,61
99,56
