Generation,Diversity
1,1
2,3
3,1
4,2
5,4
6,3
7,1
8,2
9,1
10,2
11,3
12,2
13,2
14,5
15,3
16,2
17,3
18,3
19,3
20,4
21,4
22,2
23,1
24,3
25,1
26,4
27,3
28,2
29,1
30,2
31,2
32,3
33,1
34,3
35,4
36,3
37,1
38,2
39,2
40,1
41,2
42,3
43,3
44,2
45,1
46,1
47,2
48,2
49,3
50,1
51,4
52,2
53,2
54,4
55,1
56,1
57,2
58,2
59,1
60,2
61,1
62,2
63,3
64,1
65,4
66,1
67,2
68,2
69,2
70,1
71,4
72,2
73,1
74,1
75,2
76,1
77,2
78,1
79,2
80,1
81,2
82,3
83,1
84,2
85,3
86,4
87,1
88,1
89,2
90,1
91,2
92,2
93,1
94,3
95,1
96,2
97,2
98,2
99,3
