Gerneration,Depth average
1,3.84032
2,3.84032
3,3.7984
4,3.84431
5,3.77844
6,3.80838
7,3.83633
8,3.83034
9,3.82635
10,3.84032
11,3.83832
12,3.83433
13,3.8523
14,3.83034
15,3.84431
16,3.82435
17,3.84631
18,3.87026
19,3.83234
20,3.86427
21,3.81637
22,3.86228
23,3.82834
24,3.81238
25,3.84032
26,3.86028
27,3.86627
28,3.85429
29,3.8523
30,3.82834
31,3.8483
32,3.83034
33,3.84431
34,3.83633
35,3.85429
36,3.85629
37,3.85629
38,3.81238
39,3.82036
40,3.7984
41,3.87226
42,3.78443
43,3.84431
44,3.84431
45,3.79242
46,3.86427
47,3.8483
48,3.8483
49,3.87226
50,3.82635
51,3.84232
52,3.87824
53,3.84631
54,3.87824
55,3.86228
56,3.83633
57,3.83633
58,3.80439
59,3.79242
60,3.88623
61,3.87625
62,3.84232
63,3.79641
64,3.83034
65,3.85629
66,3.83234
67,3.82236
68,3.84431
69,3.81437
70,3.85429
71,3.83433
72,3.84232
73,3.81238
74,3.83433
75,3.82036
76,3.86427
77,3.85429
78,3.85629
79,3.82435
80,3.82435
81,3.83433
82,3.84631
83,3.8523
84,3.84631
85,3.79641
86,3.81836
87,3.84032
88,3.83633
89,3.8503
90,3.82036
91,3.82635
92,3.84431
93,3.85429
94,3.84032
95,3.8024
96,3.85828
97,3.84631
98,3.87226
99,3.81836
