Generation,Diversity
1,75
2,69
3,60
4,60
5,63
6,44
7,52
8,44
9,45
10,56
11,58
12,47
13,42
14,46
15,43
16,37
17,42
18,47
19,46
20,46
21,51
22,53
23,56
24,60
25,61
26,52
27,59
28,60
29,59
30,62
31,52
32,51
33,46
34,40
35,45
36,34
37,32
38,30
39,30
40,29
41,26
42,30
43,31
44,26
45,22
46,25
47,23
48,21
49,24
50,28
51,20
52,25
53,20
54,18
55,18
56,13
57,17
58,20
59,16
60,20
61,16
62,17
63,16
64,16
65,16
66,16
67,15
68,14
69,15
70,14
71,17
72,14
73,16
74,15
75,19
76,21
77,20
78,24
79,24
80,17
81,11
82,15
83,20
84,16
85,15
86,16
87,15
88,16
89,13
90,14
91,14
92,10
93,10
94,13
95,14
96,14
97,14
98,14
99,15
