Gerneration,Depth average
1,7.47525
2,7.09901
3,6.29703
4,4.56436
5,4.61386
6,4.62376
7,4.70297
8,4.66337
9,4.64356
10,4.58416
11,4.60396
12,4.53465
13,4.53465
14,4.62376
15,4.62376
16,4.63366
17,4.67327
18,4.67327
19,4.51485
20,4.65347
21,4.65347
22,4.59406
23,4.57426
24,4.59406
25,4.54455
26,4.63366
27,4.58416
28,4.58416
29,4.50495
30,4.56436
31,4.56436
32,4.59406
33,4.60396
34,4.53465
35,4.63366
36,4.63366
37,4.67327
38,4.56436
39,4.50495
40,4.58416
41,4.64356
42,4.64356
43,4.51485
44,4.58416
45,4.55446
46,4.56436
47,4.57426
48,4.47525
49,4.63366
50,4.61386
51,4.58416
52,4.67327
53,4.58416
54,4.57426
55,4.58416
56,4.67327
57,4.60396
58,4.69307
59,4.54455
60,4.66337
61,4.51485
62,4.62376
63,4.60396
64,4.58416
65,4.56436
66,4.58416
67,4.51485
68,4.57426
69,4.68317
70,4.66337
71,4.60396
72,4.57426
73,4.56436
74,4.61386
75,4.50495
76,4.48515
77,4.61386
78,4.57426
79,4.59406
80,4.52475
81,4.53465
82,4.54455
83,4.63366
84,4.58416
85,4.63366
86,4.54455
87,4.62376
88,4.65347
89,4.65347
90,4.66337
91,4.54455
92,4.58416
93,4.55446
94,4.54455
95,4.58416
96,4.54455
97,4.61386
98,4.58416
99,4.53465
100,4.57426
101,4.52475
102,4.58416
103,4.57426
104,4.58416
105,4.63366
106,4.60396
107,4.69307
108,4.54455
109,4.54455
110,4.62376
111,4.55446
112,4.58416
113,4.61386
114,4.50495
115,4.58416
116,4.47525
117,4.62376
118,4.62376
119,4.58416
120,4.54455
121,4.65347
122,4.59406
123,4.59406
124,4.67327
125,4.52475
126,4.69307
127,4.70297
128,4.57426
129,4.61386
130,4.53465
131,4.50495
132,4.53465
133,4.59406
134,4.64356
135,4.61386
136,4.55446
137,4.61386
138,4.63366
139,4.59406
140,4.65347
141,4.50495
142,4.58416
143,4.62376
144,4.54455
145,4.59406
146,4.56436
147,4.56436
148,4.51485
149,4.51485
150,4.61386
151,4.50495
152,4.64356
153,4.67327
154,4.61386
155,4.47525
156,4.58416
157,4.70297
158,4.62376
159,4.65347
160,4.44554
161,4.59406
