Generation,Diversity
1,66
2,55
3,37
4,28
5,19
6,17
7,19
8,15
9,16
10,19
11,22
12,22
13,20
14,21
15,22
16,22
17,22
18,24
19,21
20,24
21,21
22,19
23,21
24,19
25,23
26,21
27,21
28,17
29,15
30,15
31,18
32,16
33,15
34,16
35,20
36,20
37,19
38,15
39,14
40,16
41,13
42,16
43,17
44,18
45,19
46,18
47,16
48,13
49,17
50,18
51,19
52,16
53,20
54,16
55,18
56,16
57,21
58,22
59,18
60,15
61,16
62,17
63,18
64,16
65,16
66,18
67,16
68,20
69,17
70,15
71,14
72,15
73,16
74,15
75,18
76,19
77,16
78,19
79,18
80,17
81,21
82,20
83,18
84,16
85,19
86,19
87,20
88,17
89,16
90,16
91,14
92,13
93,16
94,16
95,19
96,21
97,19
98,14
99,14
