Generation,Diversity
1,11
2,9
3,9
4,12
5,14
6,9
7,11
8,11
9,12
10,9
11,12
12,12
13,13
14,10
15,10
16,11
17,7
18,10
19,15
20,10
21,12
22,13
23,8
24,7
25,9
26,13
27,8
28,11
29,6
30,10
31,13
32,6
33,10
34,11
35,12
36,10
37,10
38,10
39,8
40,9
41,8
42,8
43,9
44,9
45,11
46,10
47,10
48,9
49,11
50,13
51,13
52,13
53,10
54,11
55,11
56,11
57,10
58,9
59,10
60,11
61,13
62,5
63,8
64,8
65,8
66,9
67,9
68,7
69,8
70,9
71,8
72,7
73,9
74,6
75,8
76,7
77,6
78,7
79,7
80,10
81,8
82,9
83,8
84,7
85,7
86,8
87,7
88,7
89,8
90,7
91,8
92,8
93,7
94,9
95,10
96,5
97,8
98,7
99,6
