Generation,Diversity
1,19
2,19
3,16
4,16
5,14
6,16
7,16
8,17
9,15
10,15
11,17
12,15
13,15
14,16
15,17
16,16
17,15
18,15
19,17
20,18
21,16
22,14
23,19
24,19
25,15
26,14
27,19
28,17
29,16
30,16
31,15
32,15
33,18
34,20
35,17
36,18
37,17
38,17
39,19
40,16
41,16
42,17
43,18
44,17
45,16
46,16
47,13
48,10
49,16
50,14
51,17
52,16
53,17
54,16
55,15
56,12
57,17
58,11
59,13
60,14
61,16
62,18
63,13
64,13
65,14
66,12
67,13
68,13
69,15
70,16
71,12
72,12
73,13
74,17
75,14
76,17
77,13
78,16
79,12
80,13
81,12
82,14
83,17
84,12
85,14
86,9
87,13
88,9
89,11
90,15
91,15
92,11
93,15
94,14
95,21
96,15
97,12
98,13
99,16
