Generation,Diversity
1,18
2,12
3,13
4,14
5,14
6,10
7,13
8,11
9,13
10,11
11,11
12,11
13,12
14,15
15,12
16,11
17,11
18,14
19,10
20,12
21,12
22,13
23,17
24,10
25,12
26,12
27,9
28,11
29,13
30,12
31,13
32,14
33,10
34,13
35,16
36,13
37,15
38,12
39,15
40,9
41,10
42,14
43,12
44,12
45,13
46,13
47,16
48,12
49,10
50,13
51,14
52,15
53,13
54,12
55,9
56,12
57,10
58,12
59,15
60,13
61,14
62,10
63,14
64,12
65,11
66,11
67,12
68,15
69,12
70,13
71,18
72,14
73,13
74,14
75,11
76,13
77,13
78,13
79,16
80,14
81,14
82,15
83,10
84,11
85,16
86,13
87,14
88,11
89,15
90,13
91,14
92,14
93,12
94,15
95,12
96,12
97,12
98,12
99,11
