Generation,Diversity
1,14
2,8
3,11
4,10
5,9
6,8
7,10
8,10
9,10
10,11
11,8
12,10
13,11
14,8
15,10
16,8
17,10
18,13
19,7
20,6
21,10
22,10
23,12
24,10
25,13
26,12
27,11
28,10
29,12
30,11
31,10
32,10
33,10
34,8
35,9
36,9
37,8
38,10
39,9
40,8
41,10
42,10
43,11
44,11
45,10
46,12
47,12
48,13
49,11
50,13
51,13
52,11
53,10
54,9
55,12
56,11
57,11
58,11
59,12
60,10
61,11
62,8
63,10
64,13
65,10
66,11
67,13
68,12
69,8
70,8
71,10
72,8
73,8
74,13
75,9
76,10
77,8
78,10
79,9
80,11
81,11
82,9
83,7
84,11
85,10
86,6
87,7
88,9
89,10
90,9
91,9
92,9
93,10
94,9
95,10
96,12
97,8
98,9
99,13
