Generation,Diversity
1,54
2,44
3,38
4,25
5,19
6,19
7,18
8,17
9,24
10,24
11,27
12,34
13,30
14,33
15,35
16,33
17,33
18,30
19,35
20,32
21,31
22,29
23,28
24,27
25,26
26,27
27,27
28,25
29,25
30,31
31,29
32,28
33,32
34,29
35,28
36,28
37,23
38,25
39,26
40,19
41,31
42,28
43,26
44,30
45,27
46,25
47,32
48,29
49,31
50,29
51,28
52,26
53,22
54,18
55,21
56,19
57,21
58,19
59,22
60,15
61,15
62,17
63,14
64,16
65,17
66,12
67,19
68,20
69,19
70,18
71,19
72,20
73,16
74,13
75,20
76,17
77,15
78,13
79,15
80,14
81,13
82,14
83,12
84,13
85,17
86,15
87,14
88,17
89,16
90,21
91,21
92,23
93,22
94,28
95,23
96,23
97,23
98,22
99,19
