Generation,Diversity
1,66
2,51
3,40
4,32
5,23
6,17
7,13
8,14
9,8
10,4
11,3
12,3
13,3
14,5
15,5
16,3
17,4
18,7
19,3
20,4
21,6
22,6
23,5
24,2
25,2
26,2
27,3
28,3
29,2
30,2
31,3
32,1
33,2
34,3
35,1
36,3
37,3
38,4
39,3
40,1
41,3
42,2
43,3
44,2
45,4
46,2
47,4
48,2
49,1
50,2
51,4
52,2
53,5
54,3
55,4
56,1
57,3
58,3
59,3
60,2
61,3
62,2
63,1
64,3
65,3
66,2
67,3
68,2
69,3
70,2
71,3
72,4
73,3
74,1
75,3
76,3
77,4
78,3
79,5
80,2
81,1
82,2
83,3
84,3
85,2
86,4
87,3
88,2
89,1
90,2
91,2
92,2
93,3
94,4
95,5
96,2
97,3
98,4
99,3
