Generation,Best,Worse,Average
1,16.9218,80.8821,6.95288e-310
2,16.566,984.892,22.3531
3,16.3179,38.0693,30.6343
4,16.3179,985.112,19.9318
5,16.3179,44.8751,58.2087
6,16.3179,44.8751,20.3485
7,16.3179,985.112,20.3835
8,16.3179,50.1697,29.8974
9,16.3179,44.8751,20.1323
10,16.3179,985.112,19.9378
11,16.3179,985.112,30.8704
12,16.3179,985.112,30.3036
13,16.3179,36.8321,39.556
14,16.3179,80.6646,20.1259
15,16.3179,985.112,20.3
16,16.3179,44.8751,39.5047
17,16.3179,985.112,20.815
18,16.3179,985.112,30.0518
19,16.3179,985.112,39.6539
20,16.3179,36.8321,29.5522
21,16.3179,44.8751,21.022
22,16.3179,985.112,20.3082
23,16.3179,50.1697,38.7536
24,16.3179,985.112,20.047
25,16.3179,36.8321,29.4441
26,16.3179,36.8321,20.6635
27,16.3179,44.8751,19.9392
28,16.3179,44.8751,19.8846
29,16.3179,985.112,20.7283
30,16.3179,985.112,29.2677
31,16.3179,985.112,30.5789
32,16.3179,985.112,38.4024
33,16.3179,985.112,29.9713
34,16.3179,36.8321,30.3861
35,16.3179,36.8321,20.5473
36,16.3179,985.112,20.228
37,16.3179,985.112,40.8441
38,16.3179,985.112,39.2898
39,16.3179,44.8751,39.5132
40,16.3179,80.6646,21.2959
41,15.9439,36.8321,20.6876
42,15.8687,36.8321,20.4014
43,15.8687,39.1154,19.7182
44,15.8687,43.5329,19.9611
45,15.8687,985.299,21.0205
46,15.8687,43.7997,39.1238
47,15.8687,985.299,20.3878
48,15.8687,43.9666,39.108
49,15.8687,985.299,19.467
50,15.8687,43.7997,inf
51,15.8687,38.0693,20.2627
52,15.8687,985.299,inf
53,15.8687,985.299,31.1016
54,15.8687,985.69,28.692
55,15.8687,34.581,30.8289
56,15.8687,983.501,inf
57,15.8687,38.0693,29.7534
58,15.8687,44.1865,inf
59,15.8687,985.69,19.5388
60,15.8687,39.1154,29.8135
61,15.8687,36.8321,inf
62,15.8687,44.1865,20.092
63,15.8687,80.4662,20.0572
64,15.8687,38.0693,20.8611
65,15.8687,985.69,19.5866
66,15.8687,985.299,29.8763
67,15.8687,985.299,29.8238
68,15.8687,83.1282,49.9397
69,15.8687,44.1865,25.4772
70,15.8687,43.7997,19.8412
71,15.8687,80.3055,20.8386
72,15.8687,985.299,20.804
73,15.8687,39.1154,29.6689
74,15.8687,39.8376,21.2251
75,15.8687,44.1865,20.0068
76,15.8687,44.1865,20.734
77,15.8687,985.299,20.2737
78,15.8687,44.1865,29.8668
79,15.8687,212.928,20.2754
80,15.8687,985.299,22.1941
81,15.8687,38.0693,29.8334
82,15.8687,39.8376,20.3962
83,15.8687,985.299,19.7331
84,15.8687,36.1639,39.8407
85,15.8687,44.1865,19.5905
86,15.8687,985.564,20.3014
87,15.8687,36.9475,29.4687
88,15.8687,985.299,19.5703
89,15.8687,36.9475,39.6281
90,15.8687,985.299,18.9837
91,15.8687,44.1865,inf
92,15.8687,985.69,20.2422
93,15.8687,36.9475,38.1013
94,15.8687,985.299,inf
95,15.8687,54.562,39.1872
96,15.8687,44.1865,20.8378
97,15.8687,39.1154,20.84
98,15.8687,985.299,21.6086
99,15.8687,80.6307,inf
