Generation,Diversity
1,2
2,3
3,2
4,5
5,3
6,7
7,4
8,3
9,4
10,5
11,4
12,3
13,3
14,3
15,6
16,5
17,5
18,2
19,2
20,3
21,3
22,4
23,6
24,4
25,4
26,4
27,4
28,5
29,2
30,3
31,7
32,3
33,5
34,2
35,7
36,7
37,5
38,4
39,4
40,6
41,3
42,5
43,5
44,3
45,3
46,8
47,5
48,4
49,6
50,4
51,4
52,4
53,2
54,4
55,3
56,3
57,3
58,4
59,2
60,2
61,5
62,2
63,5
64,5
65,3
66,4
67,3
68,3
69,4
70,2
71,5
72,5
73,4
74,5
75,4
76,4
77,5
78,3
79,6
80,4
81,7
82,4
83,4
84,4
85,5
86,7
87,3
88,5
89,3
90,4
91,5
92,3
93,5
94,3
95,3
96,7
97,4
98,3
99,4
100,2
101,4
102,4
103,4
104,6
105,3
106,2
107,5
108,4
109,4
110,3
111,7
112,5
113,5
114,4
115,8
116,2
117,7
118,3
119,4
120,4
121,3
122,3
123,4
124,5
125,4
126,5
127,5
128,4
129,5
130,3
131,5
132,4
133,2
134,5
135,2
136,5
137,5
138,6
139,4
140,3
141,4
142,7
143,4
144,5
145,4
146,3
147,6
148,5
149,5
150,5
151,5
152,3
153,6
154,6
155,5
156,4
157,5
158,4
159,4
160,3
161,4
162,4
163,2
164,3
165,2
166,3
167,3
168,5
169,6
170,6
171,5
172,5
173,4
174,3
175,3
176,4
177,3
178,6
179,3
180,3
181,3
182,6
183,4
184,4
185,3
186,4
187,4
188,4
189,3
190,4
191,6
192,3
193,3
194,3
195,4
196,2
197,3
198,7
199,2
200,2
201,6
202,4
203,5
204,6
205,5
206,6
207,7
208,7
209,4
210,4
211,7
212,7
213,5
214,7
215,8
216,6
217,8
218,7
219,6
220,8
221,7
222,4
223,7
224,8
225,5
226,6
227,6
228,4
229,6
230,6
231,7
232,5
233,5
234,6
235,6
236,6
237,5
238,8
239,7
240,8
241,6
242,7
243,8
244,7
245,4
246,5
247,5
248,6
249,5
250,7
251,5
252,5
253,7
254,4
255,8
256,6
257,8
258,7
259,5
260,7
261,8
262,7
263,7
264,7
265,8
266,6
267,5
268,5
269,6
270,4
271,7
272,7
273,6
274,6
275,6
276,6
277,4
278,7
279,6
280,9
281,5
282,8
283,5
284,6
285,5
286,7
287,5
288,6
289,7
290,6
291,7
292,6
293,8
294,6
295,6
296,6
297,7
298,5
299,5
300,6
301,7
302,7
303,6
304,8
305,4
306,5
307,6
308,6
309,5
310,8
311,8
312,8
313,7
314,6
315,7
316,7
317,5
318,8
319,7
320,6
321,8
322,5
323,6
324,7
325,8
326,5
327,8
328,5
329,6
330,5
331,7
332,5
333,6
334,6
335,6
336,6
337,5
338,7
339,7
340,5
341,7
342,5
343,7
344,7
345,5
346,8
347,6
348,6
349,8
350,6
351,7
352,7
353,7
354,7
355,5
356,6
357,6
358,5
359,7
360,7
361,7
362,8
363,6
364,4
365,7
366,7
367,6
368,6
369,5
370,6
371,9
372,6
373,6
374,6
375,7
376,5
377,7
378,6
379,6
380,6
381,5
382,5
383,5
384,7
385,5
386,7
387,6
388,5
389,6
390,6
391,5
392,6
393,5
394,6
395,5
396,7
397,8
398,6
399,7
400,7
401,7
402,6
403,5
404,5
405,7
406,7
407,4
408,5
409,4
410,6
411,6
412,6
413,4
414,6
415,4
416,6
417,7
418,6
419,5
420,5
421,7
422,7
423,6
424,6
425,8
426,5
427,6
428,7
429,8
430,5
431,7
432,5
433,5
434,5
435,6
436,6
437,7
438,5
439,6
440,4
441,7
442,5
443,5
444,6
445,8
446,7
447,7
448,9
449,6
450,6
451,5
452,5
453,4
454,6
455,4
456,7
457,9
458,6
459,6
460,6
461,6
462,7
463,5
464,7
465,7
466,6
467,4
468,8
469,5
470,6
471,5
472,6
473,7
474,8
475,9
476,4
477,5
478,5
479,4
480,6
481,5
482,7
483,5
484,6
485,7
486,8
487,6
488,5
489,4
490,6
491,7
492,5
493,7
494,7
495,6
496,7
497,5
498,6
499,7
