Generation,Diversity
1,69
2,66
3,54
4,43
5,31
6,24
7,15
8,13
9,17
10,13
11,14
12,17
13,14
14,14
15,13
16,12
17,12
18,12
19,15
20,16
21,15
22,13
23,15
24,17
25,14
26,17
27,15
28,12
29,12
30,11
31,12
32,10
33,12
34,14
35,9
36,12
37,16
38,16
39,12
40,12
41,11
42,12
43,15
44,16
45,12
46,14
47,14
48,12
49,11
50,12
51,13
52,13
53,11
54,16
55,15
56,14
57,16
58,12
59,17
60,23
61,21
62,21
63,19
64,20
65,23
66,22
67,23
68,28
69,23
70,23
71,18
72,20
73,22
74,20
75,19
76,22
77,21
78,21
79,23
80,22
81,22
82,23
83,21
84,23
85,16
86,16
87,16
88,13
89,17
90,13
91,19
92,24
93,22
94,22
95,16
96,23
97,20
98,23
99,20
