Generation,Diversity
1,73
2,61
3,53
4,49
5,44
6,45
7,43
8,38
9,44
10,51
11,52
12,53
13,54
14,58
15,56
16,52
17,56
18,56
19,57
20,48
21,53
22,62
23,59
24,55
25,60
26,74
27,71
28,67
29,64
30,58
31,49
32,59
33,54
34,57
35,57
36,61
37,59
38,64
39,62
40,57
41,53
42,46
43,48
44,52
45,52
46,48
47,49
48,52
49,62
50,63
51,69
52,63
53,59
54,58
55,61
56,67
57,61
58,58
59,60
60,57
61,61
62,62
63,54
64,51
65,58
66,60
67,57
68,57
69,57
70,58
71,60
72,58
73,58
74,55
75,55
76,57
77,60
78,54
79,50
80,51
81,59
82,55
83,51
84,50
85,57
86,54
87,55
88,47
89,51
90,52
91,50
92,44
93,42
94,43
95,43
96,46
97,48
98,55
99,53
