Generation,Diversity
1,6
2,6
3,8
4,9
5,7
6,8
7,8
8,8
9,8
10,10
11,9
12,8
13,9
14,10
15,8
16,8
17,8
18,7
19,8
20,7
21,8
22,9
23,6
24,7
25,8
26,8
27,7
28,9
29,9
30,8
31,6
32,7
33,4
34,9
35,9
36,7
37,8
38,10
39,9
40,9
41,8
42,9
43,8
44,9
45,8
46,6
47,6
48,8
49,7
50,7
51,9
52,8
53,6
54,8
55,7
56,6
57,7
58,8
59,7
60,7
61,8
62,9
63,7
64,7
65,5
66,8
67,9
68,7
69,6
70,8
71,7
72,7
73,8
74,5
75,8
76,7
77,6
78,7
79,5
80,8
81,6
82,7
83,10
84,9
85,5
86,7
87,8
88,8
89,10
90,6
91,6
92,6
93,6
94,7
95,8
96,8
97,8
98,7
99,8
