Generation,Diversity
1,9
2,14
3,11
4,12
5,14
6,11
7,8
8,11
9,11
10,11
11,11
12,9
13,12
14,10
15,12
16,11
17,12
18,12
19,11
20,8
21,12
22,11
23,9
24,11
25,10
26,9
27,14
28,13
29,11
30,12
31,9
32,11
33,11
34,9
35,14
36,9
37,9
38,10
39,13
40,11
41,8
42,10
43,8
44,11
45,14
46,11
47,10
48,14
49,12
50,11
51,13
52,11
53,9
54,7
55,12
56,10
57,12
58,10
59,12
60,13
61,10
62,12
63,11
64,14
65,9
66,10
67,11
68,11
69,10
70,8
71,8
72,11
73,11
74,13
75,12
76,12
77,11
78,11
79,10
80,13
81,12
82,12
83,10
84,14
85,9
86,12
87,12
88,10
89,11
90,12
91,17
92,12
93,12
94,13
95,12
96,9
97,10
98,10
99,10
