Gerneration,Depth average
1,4.07921
2,3.48515
3,3.27723
4,3.72277
5,3.59406
6,3.89109
7,4.16832
8,4.46535
9,4.30693
10,4.43564
11,4.60396
12,4.40594
13,4.10891
14,4.59406
15,4.78218
16,5.13861
17,5.0297
18,5.08911
19,5.06931
20,4.9505
21,4.90099
22,5.13861
23,5.12871
24,5.07921
25,5.23762
26,5.11881
27,5.31683
28,5.25743
29,5.0198
30,5.12871
31,5.29703
32,5.37624
33,5.30693
34,5.36634
35,5.35644
36,5.48515
37,5.51485
38,5.36634
39,5.46535
40,5.36634
41,5.35644
42,5.27723
43,5.28713
44,5.31683
45,5.47525
46,5.53465
47,5.57426
48,5.74257
49,5.48515
50,5.34653
51,5.53465
52,5.40594
53,5.29703
54,5.35644
55,5.46535
56,5.67327
57,5.61386
58,5.62376
59,5.76238
60,5.80198
61,5.58416
62,5.38614
63,5.30693
64,5.33663
65,5.17822
66,5.21782
67,5.0297
68,5.36634
69,5.39604
70,5.38614
71,5.50495
72,5.44554
73,5.72277
74,5.54455
75,5.49505
76,5.50495
77,5.37624
78,5.48515
79,5.67327
80,5.74257
81,5.84158
82,5.86139
83,5.51485
84,5.72277
85,5.71287
86,5.74257
87,5.70297
88,5.62376
89,5.68317
90,5.57426
91,5.60396
92,5.75248
93,5.52475
94,5.51485
95,5.40594
96,5.26733
97,5.30693
98,5.47525
99,5.43564
