Generation,Diversity
1,67
2,50
3,42
4,38
5,37
6,29
7,29
8,31
9,27
10,29
11,26
12,28
13,29
14,28
15,24
16,22
17,29
18,27
19,23
20,29
21,28
22,29
23,22
24,23
25,23
26,23
27,21
28,24
29,18
30,25
31,22
32,22
33,24
34,22
35,22
36,26
37,30
38,29
39,27
40,24
41,24
42,24
43,24
44,26
45,26
46,21
47,27
48,30
49,23
50,25
51,24
52,22
53,26
54,20
55,20
56,26
57,25
58,25
59,27
60,25
61,27
62,31
63,24
64,24
65,28
66,25
67,27
68,36
69,34
70,33
71,27
72,36
73,30
74,33
75,28
76,31
77,27
78,31
79,28
80,23
81,29
82,26
83,27
84,24
85,24
86,29
87,29
88,24
89,21
90,24
91,24
92,23
93,21
94,26
95,26
96,25
97,27
98,26
99,28
