Gerneration,Depth average
1,7.25948
2,5.49501
3,5.46707
4,5.47505
5,5.45509
6,5.54092
7,5.49501
8,5.40918
9,5.49301
10,5.41317
11,5.43313
12,5.46307
13,5.501
14,5.47106
15,5.42515
16,5.39721
17,5.46707
18,5.45509
19,5.44711
20,5.43713
21,5.42715
22,5.46108
23,5.52295
24,5.4491
25,5.43513
26,5.49501
27,5.49501
28,5.48104
29,5.45908
30,5.4491
31,5.43513
32,5.44711
33,5.46108
34,5.43513
35,5.45908
36,5.48104
37,5.48902
38,5.52295
39,5.46307
40,5.46906
41,5.51297
42,5.45309
43,5.48902
44,5.49102
45,5.46906
46,5.48703
47,5.43912
48,5.3992
49,5.42116
