Generation,Diversity
1,59
2,37
3,21
4,16
5,14
6,10
7,12
8,13
9,12
10,11
11,12
12,7
13,6
14,7
15,8
16,6
17,8
18,7
19,9
20,9
21,7
22,5
23,7
24,5
25,6
26,5
27,6
28,5
29,6
30,9
31,7
32,6
33,5
34,8
35,7
36,7
37,8
38,9
39,10
40,7
41,6
42,8
43,11
44,6
45,5
46,5
47,4
48,7
49,8
50,6
51,7
52,5
53,5
54,3
55,3
56,4
57,5
58,7
59,5
60,7
61,5
62,7
63,9
64,5
65,5
66,6
67,4
68,7
69,4
70,5
71,5
72,3
73,3
74,6
75,6
76,5
77,4
78,4
79,6
80,5
81,8
82,7
83,7
84,8
85,7
86,5
87,6
88,5
89,7
90,6
91,6
92,7
93,3
94,7
95,5
96,5
97,7
98,4
99,4
