Generation,Diversity
1,72
2,56
3,49
4,51
5,52
6,51
7,56
8,56
9,51
10,55
11,62
12,59
13,51
14,48
15,52
16,56
17,64
18,62
19,63
20,64
21,65
22,65
23,65
24,65
25,67
26,59
27,57
28,57
29,62
30,71
31,74
32,69
33,71
34,66
35,75
36,66
37,73
38,76
39,65
40,76
41,73
42,70
43,65
44,60
45,67
46,71
47,73
48,67
49,63
50,66
51,58
52,67
53,66
54,67
55,52
56,63
57,72
58,61
59,67
60,59
61,61
62,61
63,66
64,64
65,61
66,69
67,63
68,70
69,67
70,62
71,65
72,63
73,69
74,66
75,60
76,67
77,64
78,58
79,55
80,57
81,60
82,63
83,53
84,51
85,47
86,46
87,48
88,44
89,45
90,48
91,56
92,54
93,61
94,67
95,66
96,67
97,71
98,70
99,69
