Generation,Diversity
1,73
2,47
3,36
4,31
5,22
6,16
7,13
8,15
9,14
10,12
11,15
12,16
13,17
14,14
15,14
16,16
17,17
18,16
19,14
20,18
21,15
22,17
23,13
24,13
25,12
26,12
27,10
28,13
29,12
30,11
31,11
32,10
33,9
34,13
35,13
36,13
37,8
38,9
39,8
40,9
41,11
42,10
43,10
44,7
45,9
46,11
47,9
48,9
49,8
50,6
51,6
52,8
53,12
54,11
55,10
56,11
57,7
58,11
59,8
60,8
61,8
62,8
63,8
64,8
65,8
66,9
67,9
68,8
69,9
70,10
71,12
72,12
73,11
74,12
75,9
76,9
77,10
78,9
79,9
80,9
81,9
82,8
83,8
84,8
85,8
86,9
87,10
88,7
89,6
90,6
91,8
92,9
93,10
94,12
95,11
96,9
97,8
98,7
99,7
