Gerneration,Depth average
1,2.82353
2,2.76471
3,2.76471
4,2.82353
5,2.80392
6,2.72549
7,2.78431
8,2.70588
9,2.82353
10,2.76471
11,2.70588
12,2.90196
13,2.76471
14,2.7451
15,2.7451
16,2.82353
17,2.84314
18,2.82353
19,2.78431
20,2.80392
21,2.78431
22,2.80392
23,2.82353
24,2.82353
25,2.84314
26,2.7451
27,2.78431
28,2.84314
29,2.82353
30,2.86275
31,2.80392
32,2.76471
33,2.7451
34,2.76471
35,2.82353
36,2.82353
37,2.84314
38,2.90196
39,2.80392
40,2.82353
41,2.7451
42,2.84314
43,2.78431
44,2.84314
45,2.72549
46,2.72549
47,2.7451
48,2.84314
49,2.76471
50,2.92157
51,2.80392
52,2.90196
53,2.78431
54,2.80392
55,2.7451
56,2.84314
57,2.80392
58,2.82353
59,2.82353
60,2.82353
61,2.86275
62,2.80392
63,2.86275
64,2.84314
65,2.7451
66,2.78431
67,2.7451
68,2.78431
69,2.84314
70,2.84314
71,2.78431
72,2.80392
73,2.78431
74,2.78431
75,2.76471
76,2.82353
77,2.78431
78,2.76471
79,2.70588
80,2.76471
81,2.76471
82,2.70588
83,2.72549
84,2.86275
85,2.78431
86,2.80392
87,2.86275
88,2.76471
89,2.64706
90,2.78431
91,2.88235
92,2.80392
93,2.78431
94,2.7451
95,2.86275
96,2.86275
97,2.78431
98,2.82353
99,2.78431
100,2.76471
101,2.80392
102,2.78431
103,2.82353
104,2.76471
105,2.80392
106,2.82353
107,2.84314
108,2.86275
109,2.80392
110,2.76471
111,2.82353
112,2.80392
113,2.84314
114,2.76471
115,2.76471
116,2.84314
117,2.80392
118,2.82353
119,2.78431
120,2.7451
121,2.76471
122,2.78431
123,2.90196
124,2.80392
125,2.78431
126,2.82353
127,2.76471
128,2.82353
129,2.82353
130,2.84314
131,2.80392
132,2.7451
133,2.80392
134,2.78431
135,2.80392
136,2.82353
137,2.7451
138,2.78431
139,2.92157
140,2.78431
141,2.7451
142,2.86275
143,2.84314
144,2.76471
145,2.84314
146,2.88235
147,2.68627
148,2.80392
149,2.78431
150,2.76471
151,2.78431
152,2.80392
153,2.78431
154,2.78431
155,2.88235
156,2.76471
157,2.78431
158,2.86275
159,2.7451
160,2.78431
161,2.76471
162,2.68627
163,2.84314
164,2.7451
165,2.80392
166,2.84314
167,2.82353
168,2.72549
169,2.76471
170,2.76471
171,2.76471
172,2.86275
173,2.82353
174,2.78431
175,2.82353
176,2.78431
177,2.84314
178,2.86275
179,2.78431
180,2.76471
181,2.82353
182,2.82353
183,2.84314
184,2.84314
185,2.76471
186,2.82353
187,2.66667
188,2.84314
189,2.76471
190,2.7451
191,2.76471
192,2.7451
193,2.86275
194,2.7451
195,2.76471
196,2.80392
197,2.78431
198,2.78431
199,2.78431
200,2.82353
201,2.78431
202,2.82353
203,2.82353
204,2.80392
205,2.82353
206,2.80392
207,2.80392
208,2.80392
209,2.80392
210,2.78431
211,2.82353
212,2.82353
213,2.78431
214,2.82353
215,2.86275
216,2.82353
217,2.72549
218,2.82353
219,2.76471
220,2.78431
221,2.7451
222,2.82353
223,2.78431
224,2.7451
225,2.86275
226,2.72549
227,2.76471
228,2.76471
229,2.72549
230,2.76471
231,2.84314
232,2.80392
233,2.84314
234,2.80392
235,2.76471
236,2.84314
237,2.92157
238,2.7451
239,2.7451
