Gerneration,Depth average
1,3.52941
2,3.72549
3,3.72549
4,3.66667
5,3.64706
6,3.58824
7,3.66667
8,3.62745
9,3.70588
10,3.70588
11,3.66667
12,3.68627
13,3.56863
14,3.70588
15,3.66667
16,3.72549
17,3.7451
18,3.66667
19,3.72549
20,3.68627
21,3.58824
22,3.64706
23,3.72549
24,3.56863
25,3.62745
26,3.58824
27,3.62745
28,3.62745
29,3.76471
30,3.7451
31,3.72549
32,3.60784
33,3.64706
34,3.68627
35,3.62745
36,3.72549
37,3.5098
38,3.66667
39,3.68627
40,3.58824
41,3.56863
42,3.58824
43,3.62745
44,3.7451
45,3.60784
46,3.68627
47,3.68627
48,3.78431
49,3.72549
50,3.68627
51,3.58824
52,3.72549
53,3.66667
54,3.58824
55,3.7451
56,3.64706
57,3.60784
58,3.66667
59,3.76471
60,3.68627
61,3.72549
62,3.64706
63,3.62745
64,3.70588
65,3.66667
66,3.7451
67,3.56863
68,3.60784
69,3.78431
70,3.64706
71,3.72549
72,3.60784
73,3.70588
74,3.64706
75,3.64706
76,3.66667
77,3.7451
78,3.72549
79,3.70588
80,3.76471
81,3.68627
82,3.62745
83,3.7451
84,3.64706
85,3.66667
86,3.66667
87,3.78431
88,3.56863
89,3.70588
90,3.68627
91,3.54902
92,3.68627
93,3.58824
94,3.64706
95,3.72549
96,3.60784
97,3.56863
98,3.62745
99,3.80392
100,3.68627
101,3.78431
102,3.76471
103,3.7451
104,3.72549
105,3.62745
106,3.64706
107,3.68627
108,3.82353
109,3.70588
110,3.64706
111,3.7451
112,3.54902
113,3.62745
114,3.72549
115,3.68627
116,3.64706
117,3.76471
118,3.62745
119,3.60784
120,3.66667
121,3.68627
122,3.84314
123,3.54902
124,3.62745
125,3.72549
126,3.62745
127,3.78431
128,3.70588
129,3.7451
130,3.78431
131,3.66667
132,3.68627
133,3.70588
134,3.66667
135,3.7451
136,3.66667
137,3.7451
138,3.60784
139,3.68627
140,3.60784
141,3.72549
142,3.70588
143,3.7451
144,3.54902
145,3.7451
146,3.70588
147,3.66667
148,3.72549
149,3.72549
150,3.78431
151,3.60784
152,3.72549
153,3.76471
154,3.66667
155,3.56863
156,3.5098
157,3.52941
158,3.70588
159,3.64706
160,3.60784
161,3.62745
162,3.70588
163,3.58824
164,3.64706
165,3.62745
166,3.68627
167,3.64706
168,3.62745
169,3.62745
170,3.66667
171,3.70588
172,3.7451
173,3.68627
174,3.76471
175,3.64706
176,3.70588
177,3.62745
178,3.68627
179,3.70588
180,3.70588
181,3.76471
182,3.7451
183,3.64706
184,3.56863
185,3.68627
186,3.64706
187,3.68627
188,3.78431
189,3.66667
190,3.66667
191,3.62745
192,3.68627
193,3.68627
194,3.7451
195,3.7451
196,3.66667
197,3.64706
198,3.70588
199,3.68627
200,3.58824
201,3.78431
202,3.70588
203,3.70588
204,3.66667
205,3.62745
206,3.70588
207,3.62745
208,3.78431
209,3.68627
210,3.64706
211,3.66667
212,3.68627
213,3.72549
214,3.66667
215,3.7451
216,3.60784
217,3.72549
218,3.66667
219,3.70588
220,3.60784
221,3.78431
222,3.5098
223,3.68627
224,3.60784
225,3.72549
226,3.62745
227,3.52941
228,3.60784
229,3.80392
230,3.58824
231,3.64706
232,3.7451
233,3.70588
234,3.70588
235,3.66667
236,3.82353
237,3.56863
238,3.80392
239,3.68627
240,3.70588
241,3.70588
242,3.66667
243,3.70588
244,3.72549
245,3.70588
246,3.64706
247,3.66667
248,3.68627
249,3.62745
250,3.72549
251,3.7451
252,3.70588
253,3.58824
254,3.52941
255,3.54902
256,3.68627
257,3.68627
258,3.72549
259,3.52941
260,3.66667
261,3.62745
262,3.64706
263,3.72549
264,3.66667
265,3.66667
266,3.66667
267,3.72549
268,3.68627
269,3.66667
270,3.76471
271,3.62745
272,3.70588
273,3.7451
274,3.78431
275,3.68627
276,3.62745
277,3.66667
278,3.76471
279,3.76471
280,3.76471
281,3.62745
282,3.62745
283,3.76471
284,3.62745
285,3.54902
286,3.66667
287,3.7451
288,3.66667
289,3.66667
290,3.78431
291,3.54902
292,3.66667
293,3.7451
294,3.60784
295,3.70588
296,3.64706
297,3.62745
298,3.68627
299,3.72549
300,3.66667
301,3.66667
302,3.62745
303,3.72549
304,3.70588
305,3.64706
306,3.62745
307,3.70588
308,3.68627
309,3.62745
310,3.58824
311,3.78431
312,3.72549
313,3.76471
314,3.58824
315,3.70588
316,3.70588
317,3.7451
318,3.60784
319,3.64706
320,3.62745
321,3.64706
322,3.62745
323,3.66667
324,3.60784
325,3.5098
326,3.58824
327,3.60784
328,3.72549
329,3.72549
330,3.70588
331,3.72549
332,3.72549
333,3.58824
334,3.66667
335,3.66667
336,3.70588
337,3.68627
338,3.68627
339,3.66667
340,3.7451
341,3.66667
342,3.7451
343,3.72549
344,3.56863
345,3.70588
346,3.72549
347,3.7451
348,3.72549
349,3.68627
350,3.54902
351,3.7451
352,3.62745
353,3.7451
354,3.64706
355,3.66667
356,3.7451
357,3.64706
358,3.62745
359,3.68627
360,3.60784
361,3.62745
362,3.72549
363,3.62745
364,3.72549
365,3.72549
366,3.64706
367,3.68627
368,3.68627
369,3.7451
370,3.68627
371,3.7451
372,3.68627
373,3.68627
374,3.66667
375,3.84314
376,3.64706
377,3.70588
378,3.68627
379,3.66667
380,3.64706
381,3.66667
382,3.56863
383,3.66667
384,3.68627
385,3.78431
386,3.68627
387,3.72549
388,3.66667
389,3.76471
390,3.62745
391,3.72549
392,3.66667
393,3.66667
394,3.82353
395,3.76471
396,3.64706
397,3.60784
398,3.72549
399,3.54902
400,3.72549
401,3.72549
402,3.68627
403,3.60784
404,3.76471
405,3.60784
406,3.66667
407,3.76471
408,3.80392
409,3.70588
410,3.64706
411,3.70588
412,3.64706
413,3.66667
414,3.68627
415,3.58824
416,3.72549
417,3.56863
418,3.66667
419,3.68627
420,3.66667
421,3.58824
422,3.7451
423,3.66667
424,3.68627
425,3.68627
426,3.76471
