Gerneration,Depth average
1,4.08911
2,3.57426
3,3.08911
4,2.9505
5,3.07921
6,3.16832
7,3.57426
8,3.9901
9,4.20792
10,4.25743
11,4.35644
12,4.39604
13,4.27723
14,4.36634
15,4.26733
16,4.28713
17,4.47525
18,4.39604
19,4.39604
20,4.39604
21,4.27723
22,4.30693
23,4.29703
24,4.24752
25,4.39604
26,4.37624
27,4.48515
28,4.42574
29,4.35644
30,4.38614
31,4.30693
32,4.38614
33,4.28713
34,4.30693
35,4.37624
36,4.28713
37,4.23762
38,4.24752
39,4.27723
40,4.36634
41,4.32673
42,4.39604
43,4.41584
44,4.50495
45,4.44554
46,4.38614
47,4.38614
48,4.42574
49,4.42574
50,4.39604
51,4.49505
52,4.44554
53,4.41584
54,4.45545
55,4.39604
56,4.38614
57,4.49505
58,4.40594
59,4.40594
60,4.41584
61,4.30693
62,4.27723
63,4.30693
64,4.35644
65,4.37624
66,4.41584
67,4.39604
68,4.36634
69,4.42574
70,4.27723
71,4.36634
72,4.24752
73,4.34653
74,4.38614
75,4.35644
76,4.20792
77,4.21782
78,4.31683
79,4.32673
80,4.19802
81,4.21782
82,4.10891
83,4.11881
84,4.05941
85,4.20792
86,4.23762
87,4.11881
88,4.29703
89,4.19802
90,4.10891
91,4.05941
92,4.10891
93,4.14851
94,4.24752
95,4.22772
96,4.19802
97,4.25743
98,4.44554
99,4.31683
