Generation,Diversity
1,24
2,21
3,18
4,21
5,22
6,19
7,19
8,21
9,26
10,22
11,21
12,19
13,23
14,22
15,19
16,21
17,20
18,21
19,24
20,22
21,23
22,23
23,22
24,22
25,22
26,23
27,24
28,23
29,23
30,19
31,20
32,17
33,19
34,21
35,22
36,26
37,20
38,17
39,21
40,23
41,23
42,22
43,22
44,20
45,19
46,22
47,23
48,23
49,23
50,21
51,20
52,21
53,22
54,22
55,20
56,22
57,20
58,21
59,18
60,23
61,23
62,20
63,26
64,24
65,19
66,17
67,22
68,24
69,21
70,19
71,23
72,20
73,21
74,22
75,22
76,22
77,21
78,19
79,18
80,23
81,21
82,20
83,19
84,21
85,21
86,21
87,21
88,21
89,20
90,23
91,19
92,19
93,17
94,21
95,19
96,23
97,20
98,24
99,22
