Generation,Diversity
1,19
2,14
3,17
4,13
5,13
6,15
7,15
8,18
9,16
10,14
11,14
12,12
13,14
14,12
15,17
16,12
17,16
18,14
19,17
20,14
21,17
22,16
23,16
24,15
25,16
26,19
27,13
28,11
29,16
30,16
31,15
32,16
33,14
34,13
35,13
36,16
37,15
38,13
39,16
40,15
41,15
42,14
43,14
44,16
45,14
46,18
47,14
48,11
49,17
50,16
51,16
52,17
53,13
54,16
55,13
56,17
57,15
58,14
59,14
60,17
61,16
62,16
63,14
64,11
65,13
66,16
67,15
68,15
69,15
70,15
71,13
72,16
73,15
74,13
75,16
76,17
77,15
78,15
79,15
80,11
81,16
82,14
83,12
84,17
85,14
86,12
87,14
88,12
89,15
90,15
91,18
92,14
93,16
94,15
95,17
96,17
97,14
98,14
99,13
