Generation,Diversity
1,68
2,51
3,48
4,37
5,34
6,33
7,25
8,19
9,23
10,25
11,31
12,38
13,35
14,32
15,32
16,42
17,38
18,36
19,29
20,29
21,37
22,40
23,41
24,38
25,37
26,46
27,44
28,50
29,41
30,50
31,48
32,48
33,53
34,54
35,50
36,42
37,43
38,43
39,46
40,47
41,47
42,58
43,55
44,51
45,48
46,48
47,40
48,53
49,48
50,54
51,62
52,54
53,53
54,44
55,48
56,39
57,38
58,38
59,31
60,30
61,34
62,25
63,27
64,23
65,21
66,19
67,18
68,19
69,16
70,17
71,14
72,13
73,13
74,10
75,11
76,8
77,10
78,14
79,13
80,13
81,13
82,11
83,10
84,12
85,14
86,12
87,8
88,12
89,13
90,14
91,13
92,13
93,16
94,16
95,11
96,11
97,13
98,15
99,10
