Gerneration,Depth average
1,7.35329
2,6.29341
3,7.26946
4,7.20559
5,7.17764
6,7.21557
7,7.23553
8,7.19361
9,7.2475
10,7.22954
11,7.31936
12,7.2515
13,7.27944
14,7.2475
15,7.17166
16,7.15768
17,7.15369
18,7.23952
19,7.3014
20,7.22355
21,7.19361
22,7.2016
23,7.18363
24,7.15569
25,7.17166
26,7.21357
27,7.1996
28,7.22954
29,7.2495
30,7.17365
31,7.21756
32,7.1976
33,7.30339
34,7.23353
35,7.20559
36,7.22355
37,7.2016
38,7.28343
39,7.21158
40,7.28144
41,7.28144
42,7.30339
43,7.14571
44,7.15968
45,7.18962
46,7.3513
47,7.1517
48,7.24551
49,7.13972
