Generation,Diversity
1,62
2,50
3,41
4,40
5,32
6,30
7,25
8,19
9,21
10,24
11,22
12,18
13,24
14,21
15,21
16,23
17,23
18,19
19,24
20,25
21,26
22,21
23,22
24,22
25,23
26,21
27,23
28,24
29,22
30,21
31,21
32,21
33,23
34,25
35,27
36,25
37,27
38,28
39,24
40,23
41,21
42,21
43,24
44,17
45,16
46,18
47,16
48,14
49,11
50,10
51,14
52,9
53,13
54,10
55,7
56,9
57,6
58,4
59,6
60,5
61,5
62,6
63,7
64,7
65,6
66,9
67,8
68,5
69,4
70,7
71,8
72,6
73,11
74,10
75,12
76,8
77,11
78,12
79,11
80,10
81,10
82,11
83,11
84,10
85,10
86,12
87,9
88,9
89,8
90,9
91,11
92,9
93,8
94,9
95,12
96,9
97,8
98,8
99,10
